,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,22000,18619.0,0.47186000000000006,0.52644,1.0,1.0,7154,7688.0,0.46768000000000004,0.52342,1.0,1.0,0.48099,0.47708999999999996
1,7154,7688.0,0.46768000000000004,0.52342,1.0,1.0,11030,9497.0,0.47708999999999996,0.52886,0.6667,0.6667,0.4708,0.47021
2,11030,9497.0,0.47708999999999996,0.52886,0.6667,0.6667,10027,10180.0,0.47021,0.49678,0.5,0.75,0.56935,0.51636
3,10027,10180.0,0.47021,0.49678,0.5,0.75,7876,5931.0,0.51636,0.48398,0.6,0.6,0.57531,0.5110899999999999
4,7876,5931.0,0.51636,0.48398,0.6,0.6,20017,20200.0,0.5110899999999999,0.48886999999999997,0.6667,0.6667,0.56914,0.50998
5,20017,20200.0,0.5110899999999999,0.48886999999999997,0.6667,0.6667,15036,20017.0,0.50998,0.4928,0.7143,0.7143,0.5394100000000001,0.51105
6,15036,20017.0,0.50998,0.4928,0.7143,0.7143,14182,13160.0,0.51105,0.5000899999999999,0.75,0.75,0.54593,0.5008600000000001
7,14182,13160.0,0.51105,0.5000899999999999,0.75,0.75,1901,3016.0,0.5008600000000001,0.49458,0.7778,0.7778,0.57384,0.50713
8,1901,3016.0,0.5008600000000001,0.49458,0.7778,0.7778,7133,20017.0,0.50713,0.49063999999999997,0.8,0.8,0.66213,0.50562
9,7133,20017.0,0.50713,0.49063999999999997,0.8,0.8,10914,5171.0,0.50562,0.46968000000000004,0.8182,0.8182,0.76386,0.52877
10,10914,5171.0,0.50562,0.46968000000000004,0.8182,0.8182,15018,20017.0,0.52877,0.4725,0.8333,0.8333,0.81765,0.49723999999999996
11,15018,20017.0,0.52877,0.4725,0.8333,0.8333,6301,4692.0,0.49723999999999996,0.47116,0.8462,0.8462,0.89097,0.53696
12,6301,4692.0,0.49723999999999996,0.47116,0.8462,0.8462,15746,8296.0,0.53696,0.46245,0.8571,0.8571,0.88331,0.53745
13,15746,8296.0,0.53696,0.46245,0.8571,0.8571,6842,7238.0,0.53745,0.48043,0.8,0.8667,0.84321,0.5190600000000001
