,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,3497,6233,0.51959,0.49176000000000003,1.0,1.0,6054,12080,0.50432,0.4954,1.0,1.0,0.48972,0.5032
1,6054,12080,0.50432,0.4954,1.0,1.0,6544,4054,0.5032,0.49068,1.0,1.0,0.48577,0.50652
2,6544,4054,0.5032,0.49068,1.0,1.0,20017,6019,0.50652,0.50393,1.0,1.0,0.42177,0.5060899999999999
3,20017,6019,0.50652,0.50393,1.0,1.0,20017,20113,0.5060899999999999,0.49382,1.0,1.0,0.44353000000000004,0.50648
4,20017,20113,0.5060899999999999,0.49382,1.0,1.0,20183,20017,0.50648,0.5141600000000001,0.8333,1.0,0.44098999999999994,0.48639
5,20183,20017,0.50648,0.5141600000000001,0.8333,1.0,20118,20185,0.48639,0.5139,0.8571,1.0,0.44238,0.49296
6,20118,20185,0.48639,0.5139,0.8571,1.0,3276,7141,0.49296,0.51927,0.875,1.0,0.44766999999999996,0.46612
7,3276,7141,0.49296,0.51927,0.875,1.0,4183,9863,0.46612,0.52478,0.8889,1.0,0.45405,0.47981
8,4183,9863,0.46612,0.52478,0.8889,1.0,2795,5089,0.47981,0.5333100000000001,0.9,0.9,0.47335,0.47043999999999997
9,2795,5089,0.47981,0.5333100000000001,0.9,0.9,11840,20017,0.47043999999999997,0.5309,0.9091,0.8182,0.36348,0.47797
10,11840,20017,0.47043999999999997,0.5309,0.9091,0.8182,15259,8943,0.47797,0.52864,0.9167,0.75,0.37255,0.48051000000000005
11,15259,8943,0.47797,0.52864,0.9167,0.75,6005,6517,0.48051000000000005,0.51539,0.9231,0.7692,0.37311,0.48383999999999994
12,6005,6517,0.48051000000000005,0.51539,0.9231,0.7692,3030,10002,0.48383999999999994,0.5212399999999999,0.9286,0.7857,0.3652,0.48158999999999996
13,3030,10002,0.48383999999999994,0.5212399999999999,0.9286,0.7857,20017,15745,0.48158999999999996,0.5273100000000001,0.9333,0.8,0.36304000000000003,0.4757
14,20017,15745,0.48158999999999996,0.5273100000000001,0.9333,0.8,17357,12426,0.4757,0.52474,0.9375,0.8125,0.29398,0.47157
15,17357,12426,0.4757,0.52474,0.9375,0.8125,9288,9723,0.47157,0.51493,0.8824,0.8235,0.3519,0.47555
16,9288,9723,0.47157,0.51493,0.8824,0.8235,12578,14136,0.47555,0.5279,0.8889,0.8333,0.37733,0.48793000000000003
17,12578,14136,0.47555,0.5279,0.8889,0.8333,7205,20017,0.48793000000000003,0.53494,0.8421,0.8421,0.23628000000000002,0.47568999999999995
18,7205,20017,0.48793000000000003,0.53494,0.8421,0.8421,14116,9284,0.47568999999999995,0.53268,0.85,0.85,0.35131,0.46941000000000005
19,14116,9284,0.47568999999999995,0.53268,0.85,0.85,20017,20516,0.46941000000000005,0.53089,0.8571,0.8571,0.43088000000000004,0.48535
20,20017,20516,0.46941000000000005,0.53089,0.8571,0.8571,8052,6418,0.48535,0.5084,0.8636,0.8636,0.39489,0.46462
21,8052,6418,0.48535,0.5084,0.8636,0.8636,6542,10565,0.46462,0.52668,0.8696,0.8696,0.19460999999999998,0.46952
22,6542,10565,0.46462,0.52668,0.8696,0.8696,20017,11542,0.46952,0.54568,0.875,0.875,0.21277,0.44821000000000005
