,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,3275,2684,0.48585,0.53163,0.0,1.0,10236,7221,0.47381999999999996,0.5252399999999999,0.5,1.0,0.4564,0.46948
1,10236,7221,0.47381999999999996,0.5252399999999999,0.5,1.0,8177,15060,0.46948,0.53403,0.6667,0.6667,0.46435,0.47878999999999994
2,8177,15060,0.46948,0.53403,0.6667,0.6667,2916,4260,0.47878999999999994,0.50436,0.75,0.75,0.41478000000000004,0.49231
3,2916,4260,0.47878999999999994,0.50436,0.75,0.75,20017,20089,0.49231,0.50757,0.8,0.8,0.41122,0.45992
4,20017,20089,0.49231,0.50757,0.8,0.8,5430,20017,0.45992,0.5374800000000001,0.8333,0.8333,0.38432,0.46246000000000004
5,5430,20017,0.45992,0.5374800000000001,0.8333,0.8333,20154,20229,0.46246000000000004,0.53755,0.8571,0.8571,0.41273999999999994,0.43911999999999995
6,20154,20229,0.46246000000000004,0.53755,0.8571,0.8571,7536,16445,0.43911999999999995,0.57362,0.875,0.875,0.37704,0.43094
7,7536,16445,0.43911999999999995,0.57362,0.875,0.875,20017,17589,0.43094,0.57858,0.8889,0.8889,0.33626,0.42341000000000006
8,20017,17589,0.43094,0.57858,0.8889,0.8889,14287,7310,0.42341000000000006,0.5475300000000001,0.8,0.9,0.33659,0.47589
9,14287,7310,0.42341000000000006,0.5475300000000001,0.8,0.9,7059,8804,0.47589,0.54573,0.7273,0.9091,0.37715,0.45306
10,7059,8804,0.47589,0.54573,0.7273,0.9091,3899,11146,0.45306,0.53832,0.75,0.8333,0.17193,0.46751000000000004
11,3899,11146,0.45306,0.53832,0.75,0.8333,11939,3548,0.46751000000000004,0.5155,0.7692,0.8462,0.11026,0.48207
12,11939,3548,0.46751000000000004,0.5155,0.7692,0.8462,5423,20017,0.48207,0.50726,0.7143,0.8571,0.13260999999999998,0.49200000000000005
