,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,7851,4883.0,0.47808,0.52175,1.0,1.0,7829,9180.0,0.47798999999999997,0.53391,1.0,1.0,0.485,0.47039
1,7829,9180.0,0.47798999999999997,0.53391,1.0,1.0,10865,6036.0,0.47039,0.51694,0.6667,1.0,0.46965,0.47878999999999994
2,10865,6036.0,0.47039,0.51694,0.6667,1.0,7721,12854.0,0.47878999999999994,0.54077,0.5,1.0,0.49307,0.46337
3,7721,12854.0,0.47878999999999994,0.54077,0.5,1.0,13357,15952.0,0.46337,0.5426300000000001,0.6,1.0,0.52305,0.43646
4,13357,15952.0,0.46337,0.5426300000000001,0.6,1.0,7435,20017.0,0.43646,0.55255,0.6667,1.0,0.48491000000000006,0.45131000000000004
5,7435,20017.0,0.43646,0.55255,0.6667,1.0,10910,13669.0,0.45131000000000004,0.56383,0.7143,1.0,0.49161000000000005,0.43885
6,10910,13669.0,0.45131000000000004,0.56383,0.7143,1.0,10421,4048.0,0.43885,0.51445,0.625,1.0,0.41352,0.5021899999999999
7,10421,4048.0,0.43885,0.51445,0.625,1.0,5061,11177.0,0.5021899999999999,0.50881,0.5556,1.0,0.49877,0.49933999999999995
8,5061,11177.0,0.5021899999999999,0.50881,0.5556,1.0,12116,12656.0,0.49933999999999995,0.53947,0.5,1.0,0.5285,0.45638
9,12116,12656.0,0.49933999999999995,0.53947,0.5,1.0,20017,13023.0,0.45638,0.55101,0.5455,1.0,0.50951,0.44665
10,20017,13023.0,0.45638,0.55101,0.5455,1.0,20017,15570.0,0.44665,0.5776399999999999,0.5833,1.0,0.50203,0.42046000000000006
11,20017,15570.0,0.44665,0.5776399999999999,0.5833,1.0,20017,20111.0,0.42046000000000006,0.5799300000000001,0.6154,1.0,0.56107,0.4208
12,20017,20111.0,0.42046000000000006,0.5799300000000001,0.6154,1.0,20221,20017.0,0.4208,0.5108699999999999,0.5714,1.0,0.5505,0.48938000000000004
13,20221,20017.0,0.4208,0.5108699999999999,0.5714,1.0,20197,9795.0,0.48938000000000004,0.51012,0.6,1.0,0.5533899999999999,0.49942
14,20197,9795.0,0.48938000000000004,0.51012,0.6,1.0,20017,20159.0,0.49942,0.50113,0.625,1.0,0.62464,0.49895
15,20017,20159.0,0.49942,0.50113,0.625,1.0,20294,20516.0,0.49895,0.50115,0.6471,1.0,0.5993,0.51295
16,20294,20516.0,0.49895,0.50115,0.6471,1.0,7417,8775.0,0.51295,0.47221,0.6667,1.0,0.59429,0.5653600000000001
17,7417,8775.0,0.51295,0.47221,0.6667,1.0,4386,12315.0,0.5653600000000001,0.44598000000000004,0.6316,1.0,0.59967,0.5816600000000001
18,4386,12315.0,0.5653600000000001,0.44598000000000004,0.6316,1.0,4572,9034.0,0.5816600000000001,0.40031,0.65,1.0,0.59192,0.59844
19,4572,9034.0,0.5816600000000001,0.40031,0.65,1.0,5274,15217.0,0.59844,0.44028999999999996,0.619,1.0,0.5957399999999999,0.56271
20,5274,15217.0,0.59844,0.44028999999999996,0.619,1.0,3804,2354.0,0.56271,0.51768,0.5909,1.0,0.5848399999999999,0.4869
21,3804,2354.0,0.56271,0.51768,0.5909,1.0,4857,7246.0,0.4869,0.5169,0.6087,0.9565,0.57943,0.51185
22,4857,7246.0,0.4869,0.5169,0.6087,0.9565,8278,14218.0,0.51185,0.49287,0.625,0.9583,0.55145,0.5112399999999999
23,8278,14218.0,0.51185,0.49287,0.625,0.9583,11135,6520.0,0.5112399999999999,0.48623,0.64,0.96,0.5450699999999999,0.50727
24,11135,6520.0,0.5112399999999999,0.48623,0.64,0.96,4736,17273.0,0.50727,0.50068,0.6154,0.9615,0.62725,0.50011
25,4736,17273.0,0.50727,0.50068,0.6154,0.9615,20017,6975.0,0.50011,0.49941,0.6296,0.963,0.61114,0.50393
26,20017,6975.0,0.50011,0.49941,0.6296,0.963,6786,2074.0,0.50393,0.47467,0.6429,0.9643,0.59744,0.5112
27,6786,2074.0,0.50393,0.47467,0.6429,0.9643,2810,7945.0,0.5112,0.47827,0.6552,0.9655,0.7120000000000001,0.53569
28,2810,7945.0,0.5112,0.47827,0.6552,0.9655,5147,8394.0,0.53569,0.47647,0.6667,0.9667,0.7703899999999999,0.53763
29,5147,8394.0,0.53569,0.47647,0.6667,0.9667,12584,15212.0,0.53763,0.46135,0.6774,0.9677,0.7743800000000001,0.5324800000000001
30,12584,15212.0,0.53763,0.46135,0.6774,0.9677,12353,12126.0,0.5324800000000001,0.4737,0.6875,0.9688,0.77193,0.51972
31,12353,12126.0,0.5324800000000001,0.4737,0.6875,0.9688,9305,17294.0,0.51972,0.48408,0.6970000000000001,0.9697,0.78592,0.5008699999999999
32,9305,17294.0,0.51972,0.48408,0.6970000000000001,0.9697,2082,9856.0,0.5008699999999999,0.51372,0.7059,0.9706,0.80448,0.52081
33,2082,9856.0,0.5008699999999999,0.51372,0.7059,0.9706,4553,8434.0,0.52081,0.48118,0.7143,0.9429,0.81872,0.52245
34,4553,8434.0,0.52081,0.48118,0.7143,0.9429,3447,4026.0,0.52245,0.47841000000000006,0.7222,0.9444,0.9169700000000001,0.52809
35,3447,4026.0,0.52245,0.47841000000000006,0.7222,0.9444,20017,12807.0,0.52809,0.48949,0.7297,0.9459,0.8819600000000001,0.5102800000000001
36,20017,12807.0,0.52809,0.48949,0.7297,0.9459,20017,10563.0,0.5102800000000001,0.47700000000000004,0.7105,0.9474,0.8843,0.51981
37,20017,10563.0,0.5102800000000001,0.47700000000000004,0.7105,0.9474,11706,6153.0,0.51981,0.46661,0.7179,0.9487,0.89169,0.5445399999999999
38,11706,6153.0,0.51981,0.46661,0.7179,0.9487,12529,8885.0,0.5445399999999999,0.46657,0.7,0.925,0.93299,0.4943
39,12529,8885.0,0.5445399999999999,0.46657,0.7,0.925,8740,3382.0,0.4943,0.50074,0.7073,0.9268,0.95337,0.50512
40,8740,3382.0,0.4943,0.50074,0.7073,0.9268,20017,20111.0,0.50512,0.49506999999999995,0.7143,0.9286,0.95375,0.5050399999999999
41,20017,20111.0,0.50512,0.49506999999999995,0.7143,0.9286,12810,5684.0,0.5050399999999999,0.50644,0.7209,0.907,0.9476899999999999,0.50448
42,12810,5684.0,0.5050399999999999,0.50644,0.7209,0.907,20017,20135.0,0.50448,0.49578,0.7273,0.9091,0.95089,0.50421
43,20017,20135.0,0.50448,0.49578,0.7273,0.9091,20237,20017.0,0.50421,0.49105,0.7111,0.9111,0.9601200000000001,0.5090899999999999
44,20237,20017.0,0.50421,0.49105,0.7111,0.9111,20141,5593.0,0.5090899999999999,0.5136,0.7174,0.8913,0.9374,0.52922
45,20141,5593.0,0.5090899999999999,0.5136,0.7174,0.8913,4017,12730.0,0.52922,0.47534,0.7234,0.8723,0.9481299999999999,0.5543100000000001
46,4017,12730.0,0.52922,0.47534,0.7234,0.8723,3235,5250.0,0.5543100000000001,0.47791000000000006,0.7292,0.8542,0.9669,0.59118
47,3235,5250.0,0.5543100000000001,0.47791000000000006,0.7292,0.8542,9733,4446.0,0.59118,0.44335,0.7347,0.8571,0.94704,0.5738300000000001
48,9733,4446.0,0.59118,0.44335,0.7347,0.8571,6982,4338.0,0.5738300000000001,0.43804,0.74,0.86,0.9342799999999999,0.55814
49,6982,4338.0,0.5738300000000001,0.43804,0.74,0.86,20017,5121.0,0.55814,0.47352,0.7451,0.8431,0.94376,0.63331
50,20017,5121.0,0.55814,0.47352,0.7451,0.8431,1830,5835.0,0.63331,0.37443000000000004,0.75,0.8269,0.96762,0.6315
51,1830,5835.0,0.63331,0.37443000000000004,0.75,0.8269,3057,3023.0,0.6315,0.38409,0.7547,0.8302,0.9870399999999999,0.6594300000000001
52,3057,3023.0,0.6315,0.38409,0.7547,0.8302,4042,2796.0,0.6594300000000001,0.3651,0.7407,0.8333,0.9898899999999999,0.6189600000000001
53,4042,2796.0,0.6594300000000001,0.3651,0.7407,0.8333,5272,12513.0,0.6189600000000001,0.37861999999999996,0.7455,0.8364,0.9928899999999999,0.62407
54,5272,12513.0,0.6189600000000001,0.37861999999999996,0.7455,0.8364,20017,12010.0,0.62407,0.38184,0.75,0.8393,0.98587,0.61897
55,20017,12010.0,0.62407,0.38184,0.75,0.8393,20017,4421.0,0.61897,0.40141,0.7544,0.8421,0.98572,0.60425
56,20017,4421.0,0.61897,0.40141,0.7544,0.8421,12168,4226.0,0.60425,0.42128999999999994,0.7586,0.8276,0.98611,0.60067
57,12168,4226.0,0.60425,0.42128999999999994,0.7586,0.8276,1743,4095.0,0.60067,0.41735,0.7627,0.8305,0.9908899999999999,0.60165
58,1743,4095.0,0.60067,0.41735,0.7627,0.8305,12869,20017.0,0.60165,0.39498,0.7667,0.8333,0.9890000000000001,0.60514
59,12869,20017.0,0.60165,0.39498,0.7667,0.8333,20107,3899.0,0.60514,0.38672,0.7705,0.8361,0.98613,0.6503899999999999
60,20107,3899.0,0.60514,0.38672,0.7705,0.8361,9553,15438.0,0.6503899999999999,0.36291999999999996,0.7581,0.8226,0.98867,0.67811
61,9553,15438.0,0.6503899999999999,0.36291999999999996,0.7581,0.8226,13812,11770.0,0.67811,0.32750999999999997,0.7619,0.8254,0.9779899999999999,0.6679
62,13812,11770.0,0.67811,0.32750999999999997,0.7619,0.8254,20017,11328.0,0.6679,0.36555,0.7656,0.8281,0.9819200000000001,0.63684
63,20017,11328.0,0.6679,0.36555,0.7656,0.8281,4404,4309.0,0.63684,0.36993000000000004,0.7692,0.8308,0.98125,0.64386
64,4404,4309.0,0.63684,0.36993000000000004,0.7692,0.8308,13237,19955.0,0.64386,0.3539,0.7727,0.8333,0.9769,0.65282
