,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,2853,4746,0.51284,0.48246000000000006,1.0,1.0,7052,11126,0.50398,0.49081,1.0,1.0,0.4809,0.5282100000000001
1,7052,11126,0.50398,0.49081,1.0,1.0,8553,9664,0.5282100000000001,0.49413,0.6667,0.6667,0.5011800000000001,0.50369
2,8553,9664,0.5282100000000001,0.49413,0.6667,0.6667,6746,3300,0.50369,0.4981,0.75,0.75,0.5221399999999999,0.50778
3,6746,3300,0.50369,0.4981,0.75,0.75,7871,4335,0.50778,0.49032,0.6,0.8,0.52436,0.49098
4,7871,4335,0.50778,0.49032,0.6,0.8,3569,8516,0.49098,0.49638000000000004,0.6667,0.8333,0.56099,0.5031
5,3569,8516,0.49098,0.49638000000000004,0.6667,0.8333,5688,20017,0.5031,0.49762,0.5714,0.8571,0.60219,0.52447
6,5688,20017,0.5031,0.49762,0.5714,0.8571,4692,12536,0.52447,0.47953,0.625,0.875,0.52635,0.51912
7,4692,12536,0.52447,0.47953,0.625,0.875,5735,12535,0.51912,0.4836,0.6667,0.8889,0.56914,0.5152899999999999
8,5735,12535,0.51912,0.4836,0.6667,0.8889,20017,3769,0.5152899999999999,0.46986999999999995,0.6,0.9,0.55986,0.51551
9,20017,3769,0.5152899999999999,0.46986999999999995,0.6,0.9,8669,6488,0.51551,0.47795,0.6364,0.8182,0.50212,0.53638
10,8669,6488,0.51551,0.47795,0.6364,0.8182,5051,20017,0.53638,0.46037,0.6667,0.8333,0.63693,0.5405300000000001
11,5051,20017,0.53638,0.46037,0.6667,0.8333,6634,7401,0.5405300000000001,0.42713,0.6154,0.8462,0.71477,0.5884699999999999
12,6634,7401,0.5405300000000001,0.42713,0.6154,0.8462,2395,7099,0.5884699999999999,0.38916999999999996,0.6429,0.8571,0.7471399999999999,0.64048
13,2395,7099,0.5884699999999999,0.38916999999999996,0.6429,0.8571,3123,14483,0.64048,0.38843,0.6667,0.8,0.7866,0.58028
14,3123,14483,0.64048,0.38843,0.6667,0.8,10394,12771,0.58028,0.43209,0.6875,0.8125,0.9003,0.57976
15,10394,12771,0.58028,0.43209,0.6875,0.8125,2967,20017,0.57976,0.41268999999999995,0.7059,0.8235,0.91705,0.5905199999999999
16,2967,20017,0.57976,0.41268999999999995,0.7059,0.8235,4596,4064,0.5905199999999999,0.40233,0.7222,0.7778,0.9382,0.58435
17,4596,4064,0.5905199999999999,0.40233,0.7222,0.7778,6212,13229,0.58435,0.41402,0.6842,0.7895,0.93532,0.58626
18,6212,13229,0.58435,0.41402,0.6842,0.7895,13550,6702,0.58626,0.42791999999999997,0.7,0.75,0.89139,0.5987399999999999
19,13550,6702,0.58626,0.42791999999999997,0.7,0.75,20017,12112,0.5987399999999999,0.39561,0.7143,0.7619,0.94214,0.59644
20,20017,12112,0.5987399999999999,0.39561,0.7143,0.7619,7306,4217,0.59644,0.37654,0.7273,0.7727,0.9644,0.61051
21,7306,4217,0.59644,0.37654,0.7273,0.7727,5952,10899,0.61051,0.37133,0.6957,0.7826,0.95531,0.6492399999999999
22,5952,10899,0.61051,0.37133,0.6957,0.7826,9662,20017,0.6492399999999999,0.36015,0.7083,0.7917,0.9622299999999999,0.63963
23,9662,20017,0.6492399999999999,0.36015,0.7083,0.7917,20089,9964,0.63963,0.36626,0.72,0.76,0.92966,0.61644
24,20089,9964,0.63963,0.36626,0.72,0.76,10731,10969,0.61644,0.39929000000000003,0.7308,0.7692,0.9570799999999999,0.59828
25,10731,10969,0.61644,0.39929000000000003,0.7308,0.7692,20017,11869,0.59828,0.38695999999999997,0.7407,0.7778,0.9424799999999999,0.60928
26,20017,11869,0.59828,0.38695999999999997,0.7407,0.7778,8173,7013,0.60928,0.39563000000000004,0.75,0.7857,0.93447,0.5984
27,8173,7013,0.60928,0.39563000000000004,0.75,0.7857,4120,15650,0.5984,0.41747,0.7586,0.7586,0.93148,0.5867399999999999
28,4120,15650,0.5984,0.41747,0.7586,0.7586,10316,5845,0.5867399999999999,0.41144,0.7333,0.7333,0.9704799999999999,0.5868899999999999
29,10316,5845,0.5867399999999999,0.41144,0.7333,0.7333,6728,4065,0.5868899999999999,0.4946,0.7097,0.7097,0.9691700000000001,0.51755
30,6728,4065,0.5868899999999999,0.4946,0.7097,0.7097,20017,20175,0.51755,0.48318,0.7188,0.7188,0.9928899999999999,0.50308
31,20017,20175,0.51755,0.48318,0.7188,0.7188,8478,4451,0.50308,0.47784,0.6970000000000001,0.7273,0.9939100000000001,0.54061
32,8478,4451,0.50308,0.47784,0.6970000000000001,0.7273,3616,4814,0.54061,0.47281999999999996,0.7059,0.7353,0.9891399999999999,0.54379
33,3616,4814,0.54061,0.47281999999999996,0.7059,0.7353,8057,8286,0.54379,0.46557,0.7143,0.7143,0.98911,0.54028
34,8057,8286,0.54379,0.46557,0.7143,0.7143,7596,7336,0.54028,0.45448999999999995,0.7222,0.7222,0.98755,0.54338
35,7596,7336,0.54028,0.45448999999999995,0.7222,0.7222,20017,20224,0.54338,0.45677,0.7297,0.7297,0.9823200000000001,0.5455300000000001
36,20017,20224,0.54338,0.45677,0.7297,0.7297,4133,12981,0.5455300000000001,0.46845,0.7368,0.7368,0.9849600000000001,0.5271399999999999
37,4133,12981,0.5455300000000001,0.46845,0.7368,0.7368,15579,9109,0.5271399999999999,0.4748,0.7179,0.7436,0.97798,0.5392600000000001
38,15579,9109,0.5271399999999999,0.4748,0.7179,0.7436,10435,20017,0.5392600000000001,0.45388,0.725,0.75,0.9852200000000001,0.52571
39,10435,20017,0.5392600000000001,0.45388,0.725,0.75,11251,5856,0.52571,0.51266,0.7317,0.7561,0.98764,0.48449
40,11251,5856,0.52571,0.51266,0.7317,0.7561,20017,5992,0.48449,0.5052800000000001,0.7381,0.7619,0.98667,0.49583999999999995
41,20017,5992,0.48449,0.5052800000000001,0.7381,0.7619,16626,9084,0.49583999999999995,0.4776,0.7442,0.7674,0.98795,0.51855
42,16626,9084,0.49583999999999995,0.4776,0.7442,0.7674,20017,20175,0.51855,0.48128000000000004,0.75,0.7727,0.9962,0.54372
43,20017,20175,0.51855,0.48128000000000004,0.75,0.7727,6095,3561,0.54372,0.48155,0.7556,0.7556,0.9949899999999999,0.5415800000000001
44,6095,3561,0.54372,0.48155,0.7556,0.7556,19203,2102,0.5415800000000001,0.4709,0.7609,0.7609,0.9944799999999999,0.51442
45,19203,2102,0.5415800000000001,0.4709,0.7609,0.7609,6610,3801,0.51442,0.45392,0.7659999999999999,0.7659999999999999,0.9960899999999999,0.55505
46,6610,3801,0.51442,0.45392,0.7659999999999999,0.7659999999999999,13583,10530,0.55505,0.44043000000000004,0.7708,0.75,0.9960700000000001,0.5344399999999999
47,13583,10530,0.55505,0.44043000000000004,0.7708,0.75,13769,12390,0.5344399999999999,0.46788,0.7755,0.7551,0.99679,0.56074
