,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,22000,3843,0.5189600000000001,0.49706000000000006,0.0,1.0,10545,8285,0.50775,0.50834,0.0,1.0,0.46241000000000004,0.49912
1,10545,8285,0.50775,0.50834,0.0,1.0,4821,15246,0.49912,0.50636,0.3333,1.0,0.46093,0.4946
2,4821,15246,0.49912,0.50636,0.3333,1.0,4325,6687,0.4946,0.4998,0.5,0.75,0.45133999999999996,0.47584
3,4325,6687,0.4946,0.4998,0.5,0.75,20017,14120,0.47584,0.53057,0.6,0.8,0.5136,0.49013999999999996
4,20017,14120,0.47584,0.53057,0.6,0.8,4050,7621,0.49013999999999996,0.48925,0.6667,0.8333,0.54528,0.51577
5,4050,7621,0.49013999999999996,0.48925,0.6667,0.8333,18384,13832,0.51577,0.4855,0.7143,0.7143,0.47548999999999997,0.51098
6,18384,13832,0.51577,0.4855,0.7143,0.7143,14040,3880,0.51098,0.47008999999999995,0.75,0.625,0.44763000000000003,0.50636
7,14040,3880,0.51098,0.47008999999999995,0.75,0.625,6797,8065,0.50636,0.49493000000000004,0.7778,0.6667,0.44031000000000003,0.48821000000000003
8,6797,8065,0.50636,0.49493000000000004,0.7778,0.6667,3550,13441,0.48821000000000003,0.50877,0.8,0.7,0.41626,0.4876
9,3550,13441,0.48821000000000003,0.50877,0.8,0.7,5034,11030,0.4876,0.5320199999999999,0.7273,0.7273,0.42076,0.4709
10,5034,11030,0.4876,0.5320199999999999,0.7273,0.7273,20017,8935,0.4709,0.52792,0.75,0.75,0.40495,0.46861
11,20017,8935,0.4709,0.52792,0.75,0.75,8903,4688,0.46861,0.5191600000000001,0.7692,0.7692,0.40986999999999996,0.48363999999999996
12,8903,4688,0.46861,0.5191600000000001,0.7692,0.7692,5876,7672,0.48363999999999996,0.50679,0.7857,0.7143,0.45119,0.4552
13,5876,7672,0.48363999999999996,0.50679,0.7857,0.7143,11648,5101,0.4552,0.56158,0.8,0.7333,0.37567,0.44869
14,11648,5101,0.4552,0.56158,0.8,0.7333,11307,20017,0.44869,0.5554,0.8125,0.75,0.17157999999999998,0.44469
15,11307,20017,0.44869,0.5554,0.8125,0.75,20093,6750,0.44469,0.55618,0.7647,0.7647,0.14504,0.43935
16,20093,6750,0.44469,0.55618,0.7647,0.7647,4186,5480,0.43935,0.53786,0.7222,0.7778,0.23148000000000002,0.44035
17,4186,5480,0.43935,0.53786,0.7222,0.7778,2252,6705,0.44035,0.55743,0.7368,0.7895,0.26309,0.42923999999999995
18,2252,6705,0.44035,0.55743,0.7368,0.7895,3360,11123,0.42923999999999995,0.5607800000000001,0.75,0.75,0.3267,0.42513
19,3360,11123,0.42923999999999995,0.5607800000000001,0.75,0.75,20017,6389,0.42513,0.58001,0.7619,0.7619,0.30968,0.3904
20,20017,6389,0.42513,0.58001,0.7619,0.7619,3660,7405,0.3904,0.61542,0.7727,0.7273,0.32646,0.0
21,3660,7405,0.3904,0.61542,0.7727,0.7273,0,7475,0.0,0.59372,0.7826,0.7391,0.24099,0.40331
22,0,7475,0.0,0.59372,0.7826,0.7391,11171,7028,0.40331,0.60911,0.7917,0.7083,0.07207000000000001,0.41381999999999997
23,11171,7028,0.40331,0.60911,0.7917,0.7083,8903,5647,0.41381999999999997,0.57609,0.8,0.72,0.10278,0.46019
24,8903,5647,0.41381999999999997,0.57609,0.8,0.72,6078,3972,0.46019,0.5323,0.8077,0.6923,0.0411,0.44256
25,6078,3972,0.46019,0.5323,0.8077,0.6923,15126,20017,0.44256,0.55667,0.8148,0.7037,0.05902,0.44686000000000003
26,15126,20017,0.44256,0.55667,0.8148,0.7037,14249,14389,0.44686000000000003,0.55309,0.8214,0.7143,0.06437999999999999,0.44546
27,14249,14389,0.44686000000000003,0.55309,0.8214,0.7143,20017,5663,0.44546,0.54714,0.8276,0.7241,0.07192,0.43163
28,20017,5663,0.44546,0.54714,0.8276,0.7241,2616,20017,0.43163,0.56072,0.8333,0.7333,0.08757000000000001,0.43776000000000004
29,2616,20017,0.43163,0.56072,0.8333,0.7333,11763,9914,0.43776000000000004,0.5544899999999999,0.8387,0.7419,0.07433,0.44235
30,11763,9914,0.43776000000000004,0.5544899999999999,0.8387,0.7419,20017,6984,0.44235,0.55893,0.8438,0.75,0.10226,0.45132
31,20017,6984,0.44235,0.55893,0.8438,0.75,10855,14740,0.45132,0.54457,0.8485,0.7576,0.03876,0.48078999999999994
32,10855,14740,0.45132,0.54457,0.8485,0.7576,5514,8646,0.48078999999999994,0.51836,0.8529,0.7353,0.010709999999999999,0.46748999999999996
33,5514,8646,0.48078999999999994,0.51836,0.8529,0.7353,5085,11953,0.46748999999999996,0.54291,0.8571,0.7429,0.0108,0.47648
34,5085,11953,0.46748999999999996,0.54291,0.8571,0.7429,4636,2434,0.47648,0.54604,0.8611,0.75,0.016890000000000002,0.47156000000000003
35,4636,2434,0.47648,0.54604,0.8611,0.75,10981,8132,0.47156000000000003,0.5431699999999999,0.8378,0.7568,0.04665,0.48039
36,10981,8132,0.47156000000000003,0.5431699999999999,0.8378,0.7568,8375,20017,0.48039,0.5760000000000001,0.8158,0.7632,0.03373,0.43383999999999995
37,8375,20017,0.48039,0.5760000000000001,0.8158,0.7632,9886,9775,0.43383999999999995,0.55718,0.8205,0.7436,0.056729999999999996,0.38672
38,9886,9775,0.43383999999999995,0.55718,0.8205,0.7436,9595,14152,0.38672,0.56125,0.8,0.75,0.06392,0.45618000000000003
39,9595,14152,0.38672,0.56125,0.8,0.75,10505,4621,0.45618000000000003,0.5148699999999999,0.8049,0.7561,0.01158,0.47986999999999996
40,10505,4621,0.45618000000000003,0.5148699999999999,0.8049,0.7561,6993,5253,0.47986999999999996,0.52781,0.8095,0.7381,0.00755,0.57739
41,6993,5253,0.47986999999999996,0.52781,0.8095,0.7381,13751,6699,0.57739,0.42278000000000004,0.8140000000000001,0.7442,0.01948,0.60354
42,13751,6699,0.57739,0.42278000000000004,0.8140000000000001,0.7442,8624,3907,0.60354,0.43986000000000003,0.7955,0.75,0.01025,0.5571699999999999
43,8624,3907,0.60354,0.43986000000000003,0.7955,0.75,6204,11436,0.5571699999999999,0.52847,0.7778,0.7556,0.01323,0.44445
44,6204,11436,0.5571699999999999,0.52847,0.7778,0.7556,7071,20017,0.44445,0.5418,0.7826,0.7609,0.00569,0.49483999999999995
45,7071,20017,0.44445,0.5418,0.7826,0.7609,8519,4366,0.49483999999999995,0.52804,0.7872,0.7447,0.0043,0.50085
46,8519,4366,0.49483999999999995,0.52804,0.7872,0.7447,11581,8465,0.50085,0.49916000000000005,0.7917,0.75,0.005379999999999999,0.493
47,11581,8465,0.50085,0.49916000000000005,0.7917,0.75,20017,2213,0.493,0.51583,0.7959,0.7551,0.007209999999999999,0.4807
48,20017,2213,0.493,0.51583,0.7959,0.7551,4749,4572,0.4807,0.5516399999999999,0.78,0.74,0.00805,0.48773
49,4749,4572,0.4807,0.5516399999999999,0.78,0.74,4617,20017,0.48773,0.55604,0.7647,0.7451,0.02677,0.46219
50,4617,20017,0.48773,0.55604,0.7647,0.7451,3123,6417,0.46219,0.53846,0.7692,0.75,0.00848,0.4756
51,3123,6417,0.46219,0.53846,0.7692,0.75,1619,5437,0.4756,0.48008,0.7736,0.7547,0.008440000000000001,0.5704899999999999
52,1619,5437,0.4756,0.48008,0.7736,0.7547,5176,2175,0.5704899999999999,0.42618,0.7593,0.7593,0.01266,0.5844699999999999
53,5176,2175,0.5704899999999999,0.42618,0.7593,0.7593,8487,5347,0.5844699999999999,0.40369,0.7636,0.7636,0.01461,0.58206
