,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,22000,22000,0.51432,0.48456000000000005,1.0,1.0,17292,11824,0.51654,0.4849,1.0,1.0,0.48123,0.5163
1,17292,11824,0.51654,0.4849,1.0,1.0,7781,3930,0.5163,0.48973999999999995,1.0,1.0,0.50641,0.50513
2,7781,3930,0.5163,0.48973999999999995,1.0,1.0,6422,5946,0.50513,0.49166000000000004,0.75,1.0,0.51977,0.51266
3,6422,5946,0.50513,0.49166000000000004,0.75,1.0,15130,10940,0.51266,0.48827,0.8,0.8,0.52349,0.5252
4,15130,10940,0.51266,0.48827,0.8,0.8,8199,14316,0.5252,0.4817,0.8333,0.8333,0.5187,0.5323399999999999
5,8199,14316,0.5252,0.4817,0.8333,0.8333,12148,14666,0.5323399999999999,0.49856999999999996,0.7143,0.7143,0.50551,0.5010100000000001
6,12148,14666,0.5323399999999999,0.49856999999999996,0.7143,0.7143,9423,5721,0.5010100000000001,0.50012,0.75,0.75,0.49228999999999995,0.457
7,9423,5721,0.5010100000000001,0.50012,0.75,0.75,2513,8761,0.457,0.53009,0.7778,0.6667,0.48283000000000004,0.529
8,2513,8761,0.457,0.53009,0.7778,0.6667,3593,20017,0.529,0.46333,0.8,0.7,0.48246000000000006,0.53699
9,3593,20017,0.529,0.46333,0.8,0.7,20107,17004,0.53699,0.46596000000000004,0.8182,0.6364,0.43248000000000003,0.5000100000000001
10,20107,17004,0.53699,0.46596000000000004,0.8182,0.6364,12262,8769,0.5000100000000001,0.48698,0.8333,0.6667,0.42281,0.52085
11,12262,8769,0.5000100000000001,0.48698,0.8333,0.6667,10538,8655,0.52085,0.45733,0.7692,0.6154,0.43131,0.5333399999999999
12,10538,8655,0.52085,0.45733,0.7692,0.6154,20017,5969,0.5333399999999999,0.45726000000000006,0.7857,0.6429,0.41657,0.5556800000000001
13,20017,5969,0.5333399999999999,0.45726000000000006,0.7857,0.6429,4616,14647,0.5556800000000001,0.47456000000000004,0.7333,0.6667,0.3819,0.5252399999999999
