,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,3301,4580.0,0.48221,0.51568,1.0,1.0,6472,10883.0,0.46816,0.52532,1.0,1.0,0.47775,0.48863999999999996
1,6472,10883.0,0.46816,0.52532,1.0,1.0,8722,5881.0,0.48863999999999996,0.5292600000000001,0.6667,1.0,0.50042,0.47373999999999994
2,8722,5881.0,0.48863999999999996,0.5292600000000001,0.6667,1.0,9902,6029.0,0.47373999999999994,0.52857,0.75,1.0,0.47905,0.45941000000000004
3,9902,6029.0,0.47373999999999994,0.52857,0.75,1.0,4330,8890.0,0.45941000000000004,0.5342399999999999,0.8,1.0,0.59099,0.46234
4,4330,8890.0,0.45941000000000004,0.5342399999999999,0.8,1.0,2794,10865.0,0.46234,0.55187,0.8333,1.0,0.59004,0.45227
5,2794,10865.0,0.46234,0.55187,0.8333,1.0,20017,20106.0,0.45227,0.54788,0.8571,1.0,0.63707,0.45196000000000003
6,20017,20106.0,0.45227,0.54788,0.8571,1.0,20223,20325.0,0.45196000000000003,0.54799,0.875,1.0,0.6090300000000001,0.4518
7,20223,20325.0,0.45196000000000003,0.54799,0.875,1.0,20426,20555.0,0.4518,0.5484100000000001,0.8889,1.0,0.60617,0.4513
8,20426,20555.0,0.4518,0.5484100000000001,0.8889,1.0,20643,3927.0,0.4513,0.5360199999999999,0.9,1.0,0.62684,0.46962
9,20643,3927.0,0.4513,0.5360199999999999,0.9,1.0,8943,11018.0,0.46962,0.53475,0.9091,1.0,0.75692,0.46974
10,8943,11018.0,0.46962,0.53475,0.9091,1.0,20017,7256.0,0.46974,0.5092399999999999,0.9167,1.0,0.76152,0.51276
11,20017,7256.0,0.46974,0.5092399999999999,0.9167,1.0,8775,4405.0,0.51276,0.47665,0.9231,1.0,0.85836,0.53547
12,8775,4405.0,0.51276,0.47665,0.9231,1.0,8399,12274.0,0.53547,0.51536,0.8571,1.0,0.90275,0.48002
13,8399,12274.0,0.53547,0.51536,0.8571,1.0,11825,20017.0,0.48002,0.5247,0.8667,1.0,0.87095,0.46793999999999997
14,11825,20017.0,0.48002,0.5247,0.8667,1.0,14043,3831.0,0.46793999999999997,0.53577,0.8125,0.9375,0.87403,0.50617
15,14043,3831.0,0.46793999999999997,0.53577,0.8125,0.9375,9110,11072.0,0.50617,0.49462,0.8235,0.8824,0.90499,0.52964
16,9110,11072.0,0.50617,0.49462,0.8235,0.8824,13622,20017.0,0.52964,0.46628000000000003,0.7778,0.8889,0.81213,0.5352600000000001
17,13622,20017.0,0.52964,0.46628000000000003,0.7778,0.8889,8628,20017.0,0.5352600000000001,0.46908,0.7895,0.8947,0.8517100000000001,0.53052
18,8628,20017.0,0.5352600000000001,0.46908,0.7895,0.8947,20126,10106.0,0.53052,0.48615,0.8,0.9,0.86723,0.51959
19,20126,10106.0,0.53052,0.48615,0.8,0.9,14822,20017.0,0.51959,0.47858,0.8095,0.9048,0.86597,0.52145
20,14822,20017.0,0.51959,0.47858,0.8095,0.9048,20126,20216.0,0.52145,0.47894,0.8182,0.9091,0.87172,0.5331199999999999
21,20126,20216.0,0.52145,0.47894,0.8182,0.9091,16099,20017.0,0.5331199999999999,0.46798999999999996,0.8261,0.9129999999999999,0.8742,0.52856
22,16099,20017.0,0.5331199999999999,0.46798999999999996,0.8261,0.9129999999999999,14142,4672.0,0.52856,0.47472,0.8333,0.9167,0.87728,0.52193
23,14142,4672.0,0.52856,0.47472,0.8333,0.9167,20017,20108.0,0.52193,0.47761000000000003,0.84,0.92,0.87585,0.49196000000000006
24,20017,20108.0,0.52193,0.47761000000000003,0.84,0.92,4785,10573.0,0.49196000000000006,0.48798,0.8462,0.9231,0.8422200000000001,0.47079
25,4785,10573.0,0.49196000000000006,0.48798,0.8462,0.9231,8206,20017.0,0.47079,0.5233399999999999,0.8519,0.9259,0.8142699999999999,0.47694
26,8206,20017.0,0.47079,0.5233399999999999,0.8519,0.9259,20116,17577.0,0.47694,0.53203,0.8571,0.9286,0.79918,0.47288
27,20116,17577.0,0.47694,0.53203,0.8571,0.9286,11376,20017.0,0.47288,0.5252,0.8621,0.9309999999999999,0.7710600000000001,0.48063
