,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,22000,12692,0.5129,0.48549,1.0,1.0,4830,12098,0.50905,0.48641999999999996,1.0,1.0,0.5152800000000001,0.52447
1,4830,12098,0.50905,0.48641999999999996,1.0,1.0,9592,15964,0.52447,0.50048,0.6667,1.0,0.50552,0.49666000000000005
2,9592,15964,0.52447,0.50048,0.6667,1.0,12879,10826,0.49666000000000005,0.52231,0.75,1.0,0.57973,0.47607
3,12879,10826,0.49666000000000005,0.52231,0.75,1.0,14462,6152,0.47607,0.53922,0.8,0.8,0.48616000000000004,0.49971000000000004
4,14462,6152,0.47607,0.53922,0.8,0.8,20017,20085,0.49971000000000004,0.50033,0.8333,0.8333,0.44068,0.50347
5,20017,20085,0.49971000000000004,0.50033,0.8333,0.8333,10720,20017,0.50347,0.49583,0.8571,0.8571,0.44161000000000006,0.50448
6,10720,20017,0.50347,0.49583,0.8571,0.8571,20088,20017,0.50448,0.48022,0.75,0.875,0.42394,0.51983
7,20088,20017,0.50448,0.48022,0.75,0.875,20095,12248,0.51983,0.47483000000000003,0.7778,0.8889,0.40886999999999996,0.5277
8,20095,12248,0.51983,0.47483000000000003,0.7778,0.8889,20017,16201,0.5277,0.47388,0.8,0.9,0.40659,0.52247
9,20017,16201,0.5277,0.47388,0.8,0.9,20017,4628,0.52247,0.48102,0.8182,0.9091,0.41153999999999996,0.53017
10,20017,4628,0.52247,0.48102,0.8182,0.9091,4745,11793,0.53017,0.47134,0.75,0.9167,0.4304,0.52622
11,4745,11793,0.53017,0.47134,0.75,0.9167,6781,20017,0.52622,0.48203,0.7692,0.9231,0.4216,0.51817
12,6781,20017,0.52622,0.48203,0.7692,0.9231,20093,17523,0.51817,0.49011000000000005,0.7857,0.8571,0.4131,0.5147
13,20093,17523,0.51817,0.49011000000000005,0.7857,0.8571,14093,2240,0.5147,0.49561000000000005,0.8,0.8667,0.40456,0.48826
14,14093,2240,0.5147,0.49561000000000005,0.8,0.8667,10123,20017,0.48826,0.50983,0.8125,0.875,0.34651,0.49244
15,10123,20017,0.48826,0.50983,0.8125,0.875,6264,8397,0.49244,0.50979,0.8235,0.8824,0.21305,0.4607
16,6264,8397,0.49244,0.50979,0.8235,0.8824,7222,5427,0.4607,0.52162,0.7778,0.8889,0.23421999999999998,0.48712
17,7222,5427,0.4607,0.52162,0.7778,0.8889,20017,3956,0.48712,0.51893,0.7895,0.8947,0.22546,0.48977
18,20017,3956,0.48712,0.51893,0.7895,0.8947,7459,3327,0.48977,0.53188,0.75,0.9,0.22391999999999998,0.48812
19,7459,3327,0.48977,0.53188,0.75,0.9,9343,3459,0.48812,0.51752,0.7619,0.8571,0.10557000000000001,0.5172800000000001
20,9343,3459,0.48812,0.51752,0.7619,0.8571,12570,2585,0.5172800000000001,0.47138,0.7727,0.8636,0.08989,0.5250199999999999
21,12570,2585,0.5172800000000001,0.47138,0.7727,0.8636,9854,4707,0.5250199999999999,0.4757,0.7826,0.8696,0.16605999999999999,0.54585
22,9854,4707,0.5250199999999999,0.4757,0.7826,0.8696,9313,20017,0.54585,0.45616,0.7917,0.875,0.11558,0.5615100000000001
23,9313,20017,0.54585,0.45616,0.7917,0.875,6938,3870,0.5615100000000001,0.47293999999999997,0.76,0.84,0.11441,0.53047
24,6938,3870,0.5615100000000001,0.47293999999999997,0.76,0.84,20017,11038,0.53047,0.48333999999999994,0.7692,0.8462,0.11842000000000001,0.52572
25,20017,11038,0.53047,0.48333999999999994,0.7692,0.8462,12794,20017,0.52572,0.48043,0.7778,0.8519,0.10367,0.51984
26,12794,20017,0.52572,0.48043,0.7778,0.8519,20098,20017,0.51984,0.49027,0.75,0.8571,0.05316,0.51008
27,20098,20017,0.51984,0.49027,0.75,0.8571,20112,7436,0.51008,0.50857,0.7586,0.8621,0.0559,0.49406000000000005
28,20112,7436,0.51008,0.50857,0.7586,0.8621,7855,9044,0.49406000000000005,0.5178,0.7667,0.8333,0.05363,0.50121
29,7855,9044,0.49406000000000005,0.5178,0.7667,0.8333,20017,6181,0.50121,0.49665,0.7742,0.8387,0.05189,0.5120399999999999
30,20017,6181,0.50121,0.49665,0.7742,0.8387,20017,10179,0.5120399999999999,0.52091,0.75,0.8438,0.030510000000000002,0.48723999999999995
31,20017,10179,0.5120399999999999,0.52091,0.75,0.8438,8327,10268,0.48723999999999995,0.53249,0.7576,0.8182,0.08719,0.51142
32,8327,10268,0.48723999999999995,0.53249,0.7576,0.8182,8479,8422,0.51142,0.48746999999999996,0.7647,0.7941,0.14736,0.48781
33,8479,8422,0.51142,0.48746999999999996,0.7647,0.7941,11897,9444,0.48781,0.5161600000000001,0.7714,0.8,0.22368000000000002,0.48804
34,11897,9444,0.48781,0.5161600000000001,0.7714,0.8,14280,9958,0.48804,0.53713,0.7778,0.8056,0.09941,0.47928000000000004
35,14280,9958,0.48804,0.53713,0.7778,0.8056,12281,9730,0.47928000000000004,0.5452199999999999,0.7838,0.8108,0.07712999999999999,0.46363000000000004
36,12281,9730,0.47928000000000004,0.5452199999999999,0.7838,0.8108,2609,13182,0.46363000000000004,0.5494899999999999,0.7895,0.8158,0.0567,0.45246000000000003
37,2609,13182,0.46363000000000004,0.5494899999999999,0.7895,0.8158,7456,9789,0.45246000000000003,0.55755,0.7692,0.8205,0.03198,0.46396000000000004
38,7456,9789,0.45246000000000003,0.55755,0.7692,0.8205,13692,9383,0.46396000000000004,0.53677,0.775,0.8,0.027739999999999997,0.51622
39,13692,9383,0.46396000000000004,0.53677,0.775,0.8,10562,4934,0.51622,0.57158,0.7561,0.7805,0.01,0.43636
40,10562,4934,0.51622,0.57158,0.7561,0.7805,2903,3566,0.43636,0.5535399999999999,0.7619,0.7857,0.01404,0.50392
41,2903,3566,0.43636,0.5535399999999999,0.7619,0.7857,7119,4153,0.50392,0.55624,0.7442,0.7907,0.056960000000000004,0.44716999999999996
42,7119,4153,0.50392,0.55624,0.7442,0.7907,7896,6660,0.44716999999999996,0.5473899999999999,0.75,0.7955,0.08245,0.46307
43,7896,6660,0.44716999999999996,0.5473899999999999,0.75,0.7955,20017,20126,0.46307,0.53659,0.7556,0.8,0.008870000000000001,0.4514
