,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,9433,2013.0,0.48705,0.51425,0.0,1.0,9336,7747.0,0.47303999999999996,0.52347,0.5,1.0,0.45211999999999997,0.46898
1,9336,7747.0,0.47303999999999996,0.52347,0.5,1.0,11847,6923.0,0.46898,0.51479,0.6667,1.0,0.46408,0.48381
2,11847,6923.0,0.46898,0.51479,0.6667,1.0,9510,4668.0,0.48381,0.5103,0.5,1.0,0.49021000000000003,0.46865
3,9510,4668.0,0.48381,0.5103,0.5,1.0,8060,14104.0,0.46865,0.5446,0.6,1.0,0.56842,0.45773
4,8060,14104.0,0.46865,0.5446,0.6,1.0,20017,13598.0,0.45773,0.5364,0.6667,1.0,0.52595,0.44764
5,20017,13598.0,0.45773,0.5364,0.6667,1.0,10389,3327.0,0.44764,0.53894,0.5714,1.0,0.64377,0.46586000000000005
6,10389,3327.0,0.44764,0.53894,0.5714,1.0,4886,4864.0,0.46586000000000005,0.5493600000000001,0.5,1.0,0.6612100000000001,0.46628000000000003
7,4886,4864.0,0.46586000000000005,0.5493600000000001,0.5,1.0,5022,4911.0,0.46628000000000003,0.54977,0.4444,1.0,0.64748,0.44461999999999996
8,5022,4911.0,0.46628000000000003,0.54977,0.4444,1.0,6235,2290.0,0.44461999999999996,0.54057,0.5,1.0,0.67538,0.47631
9,6235,2290.0,0.44461999999999996,0.54057,0.5,1.0,11449,14569.0,0.47631,0.5238,0.5455,1.0,0.5783699999999999,0.48361000000000004
10,11449,14569.0,0.47631,0.5238,0.5455,1.0,14153,5684.0,0.48361000000000004,0.51344,0.5,1.0,0.62952,0.4729
11,14153,5684.0,0.48361000000000004,0.51344,0.5,1.0,2726,5788.0,0.4729,0.4995,0.5385,0.9231,0.67583,0.44516000000000006
12,2726,5788.0,0.4729,0.4995,0.5385,0.9231,7932,12425.0,0.44516000000000006,0.5727899999999999,0.5714,0.8571,0.80067,0.46416
13,7932,12425.0,0.44516000000000006,0.5727899999999999,0.5714,0.8571,6245,6921.0,0.46416,0.5263,0.6,0.8667,0.73661,0.47415
14,6245,6921.0,0.46416,0.5263,0.6,0.8667,14001,4895.0,0.47415,0.52286,0.625,0.875,0.7537,0.47778000000000004
15,14001,4895.0,0.47415,0.52286,0.625,0.875,12238,14712.0,0.47778000000000004,0.51991,0.6471,0.8824,0.75107,0.49868
