,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,22000,22000,0.47617,0.5345300000000001,0.0,1.0,5008,10892,0.4714,0.5322600000000001,0.5,1.0,0.48013999999999996,0.46262
1,5008,10892,0.4714,0.5322600000000001,0.5,1.0,5232,5945,0.46262,0.5183399999999999,0.6667,1.0,0.53509,0.47684
2,5232,5945,0.46262,0.5183399999999999,0.6667,1.0,9275,2860,0.47684,0.5467,0.5,1.0,0.55886,0.45201
3,9275,2860,0.47684,0.5467,0.5,1.0,20017,20221,0.45201,0.54837,0.6,1.0,0.48586999999999997,0.45147
4,20017,20221,0.45201,0.54837,0.6,1.0,20339,1122,0.45147,0.48102,0.6667,1.0,0.48733000000000004,0.47531
5,20339,1122,0.45147,0.48102,0.6667,1.0,2235,20017,0.47531,0.51566,0.7143,1.0,0.52176,0.4843
6,2235,20017,0.47531,0.51566,0.7143,1.0,20098,17265,0.4843,0.51932,0.75,0.875,0.449,0.48596999999999996
7,20098,17265,0.4843,0.51932,0.75,0.875,3213,3938,0.48596999999999996,0.54811,0.6667,0.8889,0.46565,0.46263000000000004
8,3213,3938,0.48596999999999996,0.54811,0.6667,0.8889,9489,20017,0.46263000000000004,0.53317,0.7,0.9,0.28952,0.4667
9,9489,20017,0.46263000000000004,0.53317,0.7,0.9,20123,7100,0.4667,0.53876,0.7273,0.9091,0.29058,0.4581
10,20123,7100,0.4667,0.53876,0.7273,0.9091,11623,8443,0.4581,0.54323,0.75,0.9167,0.24456999999999998,0.4484
11,11623,8443,0.4581,0.54323,0.75,0.9167,6222,6348,0.4484,0.57311,0.7692,0.8462,0.28268000000000004,0.45106
12,6222,6348,0.4484,0.57311,0.7692,0.8462,3963,2953,0.45106,0.54035,0.7143,0.8571,0.34759,0.45373
13,3963,2953,0.45106,0.54035,0.7143,0.8571,6240,4613,0.45373,0.54852,0.6667,0.8,0.2817,0.47129
14,6240,4613,0.45373,0.54852,0.6667,0.8,10811,16561,0.47129,0.52764,0.6875,0.8125,0.27621999999999997,0.47672
15,10811,16561,0.47129,0.52764,0.6875,0.8125,3390,11682,0.47672,0.52344,0.7059,0.7647,0.3529,0.48736999999999997
16,3390,11682,0.47672,0.52344,0.7059,0.7647,6861,10526,0.48736999999999997,0.52279,0.7222,0.7222,0.23533,0.4654
17,6861,10526,0.48736999999999997,0.52279,0.7222,0.7222,13916,3223,0.4654,0.53894,0.6842,0.7368,0.26491,0.48298
18,13916,3223,0.4654,0.53894,0.6842,0.7368,9667,20017,0.48298,0.51871,0.7,0.75,0.16685999999999998,0.49123999999999995
19,9667,20017,0.48298,0.51871,0.7,0.75,14969,2929,0.49123999999999995,0.50879,0.7143,0.7619,0.22554000000000002,0.48741
20,14969,2929,0.49123999999999995,0.50879,0.7143,0.7619,20017,10332,0.48741,0.51649,0.7273,0.7727,0.23528000000000002,0.48763
21,20017,10332,0.48741,0.51649,0.7273,0.7727,12036,1365,0.48763,0.49637,0.7391,0.7826,0.07536,0.52862
22,12036,1365,0.48763,0.49637,0.7391,0.7826,4258,3959,0.52862,0.56048,0.7083,0.75,0.07279,0.5372899999999999
23,4258,3959,0.52862,0.56048,0.7083,0.75,5786,6141,0.5372899999999999,0.44218,0.72,0.72,0.062020000000000006,0.5231600000000001
24,5786,6141,0.5372899999999999,0.44218,0.72,0.72,20017,2721,0.5231600000000001,0.44764,0.7308,0.7308,0.0777,0.53556
