,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,4511,3786.0,0.4884,0.5170899999999999,0.0,1.0,2094,11988.0,0.44568,0.53638,0.5,1.0,0.47772,0.45433999999999997
1,2094,11988.0,0.44568,0.53638,0.5,1.0,7045,2704.0,0.45433999999999997,0.5141899999999999,0.3333,1.0,0.50398,0.48943000000000003
2,7045,2704.0,0.45433999999999997,0.5141899999999999,0.3333,1.0,14863,11720.0,0.48943000000000003,0.53195,0.25,0.75,0.54285,0.47051000000000004
3,14863,11720.0,0.48943000000000003,0.53195,0.25,0.75,6521,3995.0,0.47051000000000004,0.55387,0.2,0.8,0.49851,0.44433
4,6521,3995.0,0.47051000000000004,0.55387,0.2,0.8,20017,13634.0,0.44433,0.56291,0.3333,0.8333,0.45646000000000003,0.43305
5,20017,13634.0,0.44433,0.56291,0.3333,0.8333,20017,6701.0,0.43305,0.56665,0.4286,0.8571,0.44628,0.43172
6,20017,6701.0,0.43305,0.56665,0.4286,0.8571,20017,20119.0,0.43172,0.56792,0.5,0.875,0.44675,0.43171000000000004
7,20017,20119.0,0.43172,0.56792,0.5,0.875,20219,20304.0,0.43171000000000004,0.56843,0.5556,0.8889,0.40028,0.43099
8,20219,20304.0,0.43171000000000004,0.56843,0.5556,0.8889,12894,11377.0,0.43099,0.56293,0.6,0.9,0.47265,0.44168
9,12894,11377.0,0.43099,0.56293,0.6,0.9,13798,7672.0,0.44168,0.56598,0.6364,0.8182,0.45636000000000004,0.43065
10,13798,7672.0,0.44168,0.56598,0.6364,0.8182,4026,9237.0,0.43065,0.59427,0.6667,0.8333,0.4302,0.41126
11,4026,9237.0,0.43065,0.59427,0.6667,0.8333,20017,8202.0,0.41126,0.5963,0.6923,0.7692,0.32233,0.39241
12,20017,8202.0,0.41126,0.5963,0.6923,0.7692,12977,20017.0,0.39241,0.60433,0.7143,0.7857,0.31703000000000003,0.3958
13,12977,20017.0,0.39241,0.60433,0.7143,0.7857,20117,20222.0,0.3958,0.60407,0.7333,0.8,0.3093,0.39637
14,20117,20222.0,0.3958,0.60407,0.7333,0.8,20317,11683.0,0.39637,0.6039100000000001,0.75,0.8125,0.30784,0.40762
15,20317,11683.0,0.39637,0.6039100000000001,0.75,0.8125,4734,11720.0,0.40762,0.58224,0.7647,0.8235,0.32009,0.41233000000000003
16,4734,11720.0,0.40762,0.58224,0.7647,0.8235,20017,20125.0,0.41233000000000003,0.58773,0.7778,0.8333,0.21383000000000002,0.41243
17,20017,20125.0,0.41233000000000003,0.58773,0.7778,0.8333,20263,12461.0,0.41243,0.58044,0.7895,0.8421,0.18571,0.42096000000000006
18,20263,12461.0,0.41243,0.58044,0.7895,0.8421,14767,20017.0,0.42096000000000006,0.57834,0.8,0.85,0.21399,0.42163
19,14767,20017.0,0.42096000000000006,0.57834,0.8,0.85,20103,13015.0,0.42163,0.59829,0.8095,0.8571,0.22288000000000002,0.4068
20,20103,13015.0,0.42163,0.59829,0.8095,0.8571,20017,20107.0,0.4068,0.59339,0.8182,0.8182,0.22715,0.41678000000000004
21,20017,20107.0,0.4068,0.59339,0.8182,0.8182,20017,14089.0,0.41678000000000004,0.5808800000000001,0.8261,0.7826,0.23108,0.42
22,20017,14089.0,0.41678000000000004,0.5808800000000001,0.8261,0.7826,9679,7743.0,0.42,0.57802,0.8333,0.7917,0.25676,0.42046999999999995
23,9679,7743.0,0.42,0.57802,0.8333,0.7917,20017,20017.0,0.42046999999999995,0.57095,0.8,0.8,0.16771,0.43842
24,20017,20017.0,0.42046999999999995,0.57095,0.8,0.8,16472,16024.0,0.43842,0.57371,0.8077,0.8077,0.14637,0.4265
25,16472,16024.0,0.43842,0.57371,0.8077,0.8077,9958,7259.0,0.4265,0.58114,0.8148,0.8148,0.17203,0.43218
26,9958,7259.0,0.4265,0.58114,0.8148,0.8148,11777,6499.0,0.43218,0.58539,0.8214,0.8214,0.13149,0.41663999999999995
27,11777,6499.0,0.43218,0.58539,0.8214,0.8214,5498,7808.0,0.41663999999999995,0.61248,0.8276,0.7931,0.04038,0.46812
28,5498,7808.0,0.41663999999999995,0.61248,0.8276,0.7931,5319,20017.0,0.46812,0.55599,0.8,0.8,0.1422,0.48034
29,5319,20017.0,0.46812,0.55599,0.8,0.8,4217,4172.0,0.48034,0.56747,0.7742,0.7742,0.13147,0.40510999999999997
30,4217,4172.0,0.48034,0.56747,0.7742,0.7742,11387,3884.0,0.40510999999999997,0.62521,0.7812,0.7812,0.03248,0.37653000000000003
31,11387,3884.0,0.40510999999999997,0.62521,0.7812,0.7812,6367,3052.0,0.37653000000000003,0.6371899999999999,0.7879,0.7879,0.07279,0.41241000000000005
32,6367,3052.0,0.37653000000000003,0.6371899999999999,0.7879,0.7879,3901,9906.0,0.41241000000000005,0.61664,0.7647,0.7941,0.15392,0.37488
33,3901,9906.0,0.41241000000000005,0.61664,0.7647,0.7941,9622,12656.0,0.37488,0.62692,0.7714,0.7714,0.01135,0.37533
34,9622,12656.0,0.37488,0.62692,0.7714,0.7714,9737,9359.0,0.37533,0.62241,0.7778,0.7778,0.013380000000000001,0.38669000000000003
35,9737,9359.0,0.37533,0.62241,0.7778,0.7778,20017,5517.0,0.38669000000000003,0.61155,0.7838,0.7838,0.01764,0.36662
