,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,14601,5076.0,0.48263,0.51357,1.0,1.0,7633,10580.0,0.47656000000000004,0.52152,1.0,1.0,0.48346999999999996,0.494
1,7633,10580.0,0.47656000000000004,0.52152,1.0,1.0,9010,6943.0,0.494,0.53862,0.6667,1.0,0.50331,0.46213999999999994
2,9010,6943.0,0.494,0.53862,0.6667,1.0,8476,6712.0,0.46213999999999994,0.54084,0.75,1.0,0.48317,0.45888
3,8476,6712.0,0.46213999999999994,0.54084,0.75,1.0,4737,9205.0,0.45888,0.54168,0.8,1.0,0.59082,0.46068000000000003
4,4737,9205.0,0.45888,0.54168,0.8,1.0,3245,11200.0,0.46068000000000003,0.55302,0.8333,1.0,0.56875,0.44865
5,3245,11200.0,0.46068000000000003,0.55302,0.8333,1.0,20017,20117.0,0.44865,0.55147,0.8571,1.0,0.60802,0.4482
6,20017,20117.0,0.44865,0.55147,0.8571,1.0,20215,20303.0,0.4482,0.5521,0.875,1.0,0.59845,0.44798000000000004
7,20215,20303.0,0.4482,0.5521,0.875,1.0,20396,20483.0,0.44798000000000004,0.55186,0.8889,1.0,0.59907,0.44816000000000006
8,20396,20483.0,0.44798000000000004,0.55186,0.8889,1.0,20576,17748.0,0.44816000000000006,0.55711,0.9,1.0,0.62743,0.44864
9,20576,17748.0,0.44816000000000006,0.55711,0.9,1.0,11890,12136.0,0.44864,0.5513600000000001,0.9091,1.0,0.6688,0.44941000000000003
10,11890,12136.0,0.44864,0.5513600000000001,0.9091,1.0,20017,9705.0,0.44941000000000003,0.54557,0.9167,1.0,0.65323,0.4694
11,20017,9705.0,0.44941000000000003,0.54557,0.9167,1.0,7272,3501.0,0.4694,0.49606000000000006,0.9231,1.0,0.7476,0.50658
12,7272,3501.0,0.4694,0.49606000000000006,0.9231,1.0,7690,13499.0,0.50658,0.54165,0.8571,1.0,0.8199700000000001,0.43793999999999994
13,7690,13499.0,0.50658,0.54165,0.8571,1.0,9834,20017.0,0.43793999999999994,0.5627,0.8667,1.0,0.78072,0.4372
14,9834,20017.0,0.43793999999999994,0.5627,0.8667,1.0,20103,4638.0,0.4372,0.55033,0.8125,0.9375,0.75854,0.50361
15,20103,4638.0,0.4372,0.55033,0.8125,0.9375,6218,4512.0,0.50361,0.47472,0.8235,0.9412,0.76107,0.52982
16,6218,4512.0,0.50361,0.47472,0.8235,0.9412,9694,12456.0,0.52982,0.47236000000000006,0.8333,0.9444,0.8417100000000001,0.52542
17,9694,12456.0,0.52982,0.47236000000000006,0.8333,0.9444,20017,20118.0,0.52542,0.47445,0.8421,0.9474,0.77603,0.5257
18,20017,20118.0,0.52542,0.47445,0.8421,0.9474,20214,20302.0,0.5257,0.47461000000000003,0.85,0.95,0.78325,0.51599
19,20214,20302.0,0.5257,0.47461000000000003,0.85,0.95,12440,20017.0,0.51599,0.48323999999999995,0.8571,0.9524,0.78592,0.51688
20,12440,20017.0,0.51599,0.48323999999999995,0.8571,0.9524,20122,5055.0,0.51688,0.49683999999999995,0.8636,0.9545,0.72196,0.50895
21,20122,5055.0,0.51688,0.49683999999999995,0.8636,0.9545,5439,20017.0,0.50895,0.49773,0.8696,0.9565,0.7953,0.51685
22,5439,20017.0,0.50895,0.49773,0.8696,0.9565,4669,4174.0,0.51685,0.47046000000000004,0.875,0.9583,0.8210700000000001,0.52386
23,4669,4174.0,0.51685,0.47046000000000004,0.875,0.9583,6116,12074.0,0.52386,0.4757,0.88,0.96,0.8475600000000001,0.53392
24,6116,12074.0,0.52386,0.4757,0.88,0.96,12220,20017.0,0.53392,0.47148,0.8846,0.9615,0.8481,0.5162800000000001
25,12220,20017.0,0.53392,0.47148,0.8846,0.9615,5011,17099.0,0.5162800000000001,0.49021000000000003,0.8889,0.963,0.8466600000000001,0.5155
26,5011,17099.0,0.5162800000000001,0.49021000000000003,0.8889,0.963,7300,20017.0,0.5155,0.51844,0.8571,0.9643,0.8911,0.46253999999999995
27,7300,20017.0,0.5155,0.51844,0.8571,0.9643,8429,20017.0,0.46253999999999995,0.50683,0.8276,0.9655,0.82463,0.5062800000000001
28,8429,20017.0,0.46253999999999995,0.50683,0.8276,0.9655,7869,5787.0,0.5062800000000001,0.52887,0.8,0.9333,0.7721600000000001,0.48672
29,7869,5787.0,0.5062800000000001,0.52887,0.8,0.9333,9506,6305.0,0.48672,0.5751,0.7742,0.9355,0.82075,0.42373
30,9506,6305.0,0.48672,0.5751,0.7742,0.9355,7642,10484.0,0.42373,0.5429,0.75,0.9062,0.89661,0.48097
31,7642,10484.0,0.42373,0.5429,0.75,0.9062,11343,9634.0,0.48097,0.53688,0.7576,0.9091,0.90269,0.4507
32,11343,9634.0,0.48097,0.53688,0.7576,0.9091,6577,6373.0,0.4507,0.52896,0.7647,0.9118,0.9024399999999999,0.5100600000000001
33,6577,6373.0,0.4507,0.52896,0.7647,0.9118,11212,12258.0,0.5100600000000001,0.49426000000000003,0.7714,0.9143,0.89512,0.50716
34,11212,12258.0,0.5100600000000001,0.49426000000000003,0.7714,0.9143,20017,10083.0,0.50716,0.51373,0.7778,0.9167,0.8866200000000001,0.50535
35,20017,10083.0,0.50716,0.51373,0.7778,0.9167,10445,5596.0,0.50535,0.4959,0.7838,0.9189,0.89,0.50493
36,10445,5596.0,0.50535,0.4959,0.7838,0.9189,8915,4954.0,0.50493,0.53015,0.7632,0.9211,0.89066,0.44887
37,8915,4954.0,0.50493,0.53015,0.7632,0.9211,2153,9325.0,0.44887,0.541,0.7692,0.8974,0.90975,0.51931
38,2153,9325.0,0.44887,0.541,0.7692,0.8974,6239,4709.0,0.51931,0.58508,0.75,0.875,0.9435600000000001,0.46453999999999995
39,6239,4709.0,0.51931,0.58508,0.75,0.875,14443,11762.0,0.46453999999999995,0.56598,0.7561,0.878,0.8994,0.43423
40,14443,11762.0,0.46453999999999995,0.56598,0.7561,0.878,20017,20117.0,0.43423,0.56575,0.7619,0.8809999999999999,0.87641,0.43254
