,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,3654,5611.0,0.47685,0.5170399999999999,1.0,1.0,3541,11224.0,0.47706000000000004,0.52668,1.0,1.0,0.50646,0.4717
1,3541,11224.0,0.47706000000000004,0.52668,1.0,1.0,11082,8520.0,0.4717,0.53887,0.6667,1.0,0.47576999999999997,0.46496000000000004
2,11082,8520.0,0.4717,0.53887,0.6667,1.0,10116,14795.0,0.46496000000000004,0.53918,0.75,1.0,0.4599,0.47798999999999997
3,10116,14795.0,0.46496000000000004,0.53918,0.75,1.0,7702,12645.0,0.47798999999999997,0.54685,0.6,1.0,0.47936999999999996,0.44853000000000004
4,7702,12645.0,0.47798999999999997,0.54685,0.6,1.0,9465,16960.0,0.44853000000000004,0.56447,0.6667,1.0,0.54764,0.43515
5,9465,16960.0,0.44853000000000004,0.56447,0.6667,1.0,20017,20168.0,0.43515,0.56487,0.7143,1.0,0.62821,0.4349
6,20017,20168.0,0.43515,0.56487,0.7143,1.0,20239,20317.0,0.4349,0.56513,0.75,1.0,0.62608,0.43478999999999995
7,20239,20317.0,0.4349,0.56513,0.75,1.0,20392,20466.0,0.43478999999999995,0.5653,0.7778,1.0,0.81333,0.43481000000000003
8,20392,20466.0,0.43478999999999995,0.5653,0.7778,1.0,20542,7811.0,0.43481000000000003,0.56847,0.8,1.0,0.84135,0.44308000000000003
9,20542,7811.0,0.43481000000000003,0.56847,0.8,1.0,16361,3215.0,0.44308000000000003,0.54484,0.7273,1.0,0.82683,0.43698000000000004
10,16361,3215.0,0.44308000000000003,0.54484,0.7273,1.0,2833,4879.0,0.43698000000000004,0.56288,0.75,0.9167,0.84541,0.4412
11,2833,4879.0,0.43698000000000004,0.56288,0.75,0.9167,14690,20017.0,0.4412,0.55891,0.7692,0.9231,0.8668399999999999,0.44101999999999997
12,14690,20017.0,0.4412,0.55891,0.7692,0.9231,20100,20171.0,0.44101999999999997,0.55908,0.7857,0.9286,0.86546,0.44083
13,20100,20171.0,0.44101999999999997,0.55908,0.7857,0.9286,20242,3888.0,0.44083,0.5371600000000001,0.8,0.9333,0.8562700000000001,0.4737
14,20242,3888.0,0.44083,0.5371600000000001,0.8,0.9333,6231,8369.0,0.4737,0.5526300000000001,0.75,0.9375,0.90715,0.44111999999999996
15,6231,8369.0,0.4737,0.5526300000000001,0.75,0.9375,11063,12330.0,0.44111999999999996,0.5675399999999999,0.7647,0.8824,0.9186,0.4173
