,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,3853,5556.0,0.48732,0.52637,0.0,1.0,5894,12683.0,0.4672,0.53804,0.5,0.5,0.47333000000000003,0.46928000000000003
1,5894,12683.0,0.4672,0.53804,0.5,0.5,5018,6894.0,0.46928000000000003,0.51339,0.6667,0.6667,0.53973,0.48546000000000006
2,5018,6894.0,0.46928000000000003,0.51339,0.6667,0.6667,6445,4962.0,0.48546000000000006,0.53492,0.5,0.5,0.54356,0.46713000000000005
3,6445,4962.0,0.48546000000000006,0.53492,0.5,0.5,5473,14337.0,0.46713000000000005,0.53475,0.4,0.6,0.5538,0.46157
4,5473,14337.0,0.46713000000000005,0.53475,0.4,0.6,7762,5604.0,0.46157,0.5342100000000001,0.3333,0.6667,0.52746,0.46603999999999995
5,7762,5604.0,0.46157,0.5342100000000001,0.3333,0.6667,20017,4640.0,0.46603999999999995,0.52755,0.4286,0.7143,0.53968,0.47179
6,20017,4640.0,0.46603999999999995,0.52755,0.4286,0.7143,20017,20087.0,0.47179,0.52804,0.5,0.75,0.66904,0.47223000000000004
7,20017,20087.0,0.47179,0.52804,0.5,0.75,20158,13257.0,0.47223000000000004,0.5280699999999999,0.5556,0.7778,0.63939,0.47456000000000004
8,20158,13257.0,0.47223000000000004,0.5280699999999999,0.5556,0.7778,20017,12867.0,0.47456000000000004,0.53095,0.6,0.8,0.6171800000000001,0.44591000000000003
9,20017,12867.0,0.47456000000000004,0.53095,0.6,0.8,5889,6519.0,0.44591000000000003,0.55584,0.5455,0.7273,0.6147199999999999,0.4675
10,5889,6519.0,0.44591000000000003,0.55584,0.5455,0.7273,12655,20017.0,0.4675,0.5344800000000001,0.5833,0.75,0.8704299999999999,0.47018000000000004
11,12655,20017.0,0.4675,0.5344800000000001,0.5833,0.75,9558,20017.0,0.47018000000000004,0.52655,0.6154,0.7692,0.96254,0.47363
12,9558,20017.0,0.47018000000000004,0.52655,0.6154,0.7692,20092,10236.0,0.47363,0.55256,0.6429,0.7143,0.96604,0.39388
13,20092,10236.0,0.47363,0.55256,0.6429,0.7143,3440,17636.0,0.39388,0.61526,0.6667,0.7333,0.96354,0.3725
14,3440,17636.0,0.39388,0.61526,0.6667,0.7333,6992,9625.0,0.3725,0.62602,0.625,0.6875,0.95891,0.43404
15,6992,9625.0,0.3725,0.62602,0.625,0.6875,2541,20017.0,0.43404,0.5633,0.6471,0.7059,0.9476600000000001,0.4364
16,2541,20017.0,0.43404,0.5633,0.6471,0.7059,20096,20165.0,0.4364,0.56329,0.6667,0.7222,0.9292,0.44578
