,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,22000,5932.0,0.51671,0.48331999999999997,1.0,1.0,7592,11237.0,0.51774,0.48313999999999996,1.0,1.0,0.48136999999999996,0.5264800000000001
1,7592,11237.0,0.51774,0.48313999999999996,1.0,1.0,7995,9291.0,0.5264800000000001,0.49515,0.6667,0.6667,0.50432,0.52884
2,7995,9291.0,0.5264800000000001,0.49515,0.6667,0.6667,8579,7608.0,0.52884,0.46147,0.75,0.75,0.51393,0.5200600000000001
3,8579,7608.0,0.52884,0.46147,0.75,0.75,8561,7407.0,0.5200600000000001,0.48608999999999997,0.6,0.6,0.46158999999999994,0.51959
4,8561,7407.0,0.5200600000000001,0.48608999999999997,0.6,0.6,8390,12913.0,0.51959,0.47084,0.6667,0.6667,0.43565,0.52473
5,8390,12913.0,0.51959,0.47084,0.6667,0.6667,10721,2311.0,0.52473,0.47098999999999996,0.5714,0.7143,0.38971999999999996,0.52644
6,10721,2311.0,0.52473,0.47098999999999996,0.5714,0.7143,20017,20135.0,0.52644,0.47361000000000003,0.625,0.75,0.42993000000000003,0.5267
7,20017,20135.0,0.52644,0.47361000000000003,0.625,0.75,20207,20289.0,0.5267,0.47357,0.6667,0.7778,0.34409,0.5264800000000001
8,20207,20289.0,0.5267,0.47357,0.6667,0.7778,20366,10793.0,0.5264800000000001,0.45826000000000006,0.7,0.8,0.34043,0.54204
9,20366,10793.0,0.5264800000000001,0.45826000000000006,0.7,0.8,20017,20164.0,0.54204,0.45771000000000006,0.7273,0.8182,0.33781,0.54246
10,20017,20164.0,0.54204,0.45771000000000006,0.7273,0.8182,20232,20307.0,0.54246,0.45753999999999995,0.75,0.8333,0.34237,0.54291
11,20232,20307.0,0.54246,0.45753999999999995,0.75,0.8333,14437,20017.0,0.54291,0.45773,0.7692,0.8462,0.34431,0.5432100000000001
12,14437,20017.0,0.54291,0.45773,0.7692,0.8462,8942,6592.0,0.5432100000000001,0.4526,0.7857,0.7857,0.27228,0.5303
13,8942,6592.0,0.5432100000000001,0.4526,0.7857,0.7857,4272,6857.0,0.5303,0.48962,0.8,0.7333,0.33904,0.54373
14,4272,6857.0,0.5303,0.48962,0.8,0.7333,5470,12474.0,0.54373,0.46584,0.8125,0.6875,0.15089,0.5128199999999999
15,5470,12474.0,0.54373,0.46584,0.8125,0.6875,5870,9853.0,0.5128199999999999,0.47595,0.8235,0.6471,0.26463000000000003,0.49867
16,5870,9853.0,0.5128199999999999,0.47595,0.8235,0.6471,4812,2609.0,0.49867,0.50637,0.8333,0.6667,0.17307999999999998,0.48022
17,4812,2609.0,0.49867,0.50637,0.8333,0.6667,8015,20017.0,0.48022,0.5161399999999999,0.8421,0.6842,0.31731,0.4642
18,8015,20017.0,0.48022,0.5161399999999999,0.8421,0.6842,10156,7822.0,0.4642,0.5475,0.85,0.7,0.29812,0.46863999999999995
19,10156,7822.0,0.4642,0.5475,0.85,0.7,10893,20017.0,0.46863999999999995,0.52477,0.8571,0.7143,0.17623,0.50749
20,10893,20017.0,0.46863999999999995,0.52477,0.8571,0.7143,9405,9225.0,0.50749,0.51308,0.8182,0.7273,0.18507,0.4527
21,9405,9225.0,0.50749,0.51308,0.8182,0.7273,5559,6194.0,0.4527,0.58189,0.8261,0.7391,0.1782,0.41539
22,5559,6194.0,0.4527,0.58189,0.8261,0.7391,20017,15465.0,0.41539,0.59533,0.8333,0.75,0.15132,0.40934
23,20017,15465.0,0.41539,0.59533,0.8333,0.75,15203,20017.0,0.40934,0.58943,0.84,0.76,0.15594,0.41057
24,15203,20017.0,0.40934,0.58943,0.84,0.76,20198,20265.0,0.41057,0.5896100000000001,0.8462,0.7692,0.16178,0.40723000000000004
25,20198,20265.0,0.41057,0.5896100000000001,0.8462,0.7692,7867,20017.0,0.40723000000000004,0.59248,0.8519,0.7778,0.17368,0.41888000000000003
26,7867,20017.0,0.40723000000000004,0.59248,0.8519,0.7778,14288,10779.0,0.41888000000000003,0.60345,0.8571,0.75,0.17777,0.42736
27,14288,10779.0,0.41888000000000003,0.60345,0.8571,0.75,20017,3384.0,0.42736,0.5868399999999999,0.8621,0.7586,0.17219,0.41688000000000003
