,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,3589,4418,0.48748,0.51518,1.0,1.0,5580,11760,0.45966999999999997,0.5331600000000001,1.0,1.0,0.4811,0.46438999999999997
1,5580,11760,0.45966999999999997,0.5331600000000001,1.0,1.0,7778,11582,0.46438999999999997,0.53432,0.6667,0.6667,0.50349,0.49041
2,7778,11582,0.46438999999999997,0.53432,0.6667,0.6667,7179,2620,0.49041,0.50763,0.5,0.75,0.51548,0.48607
3,7179,2620,0.49041,0.50763,0.5,0.75,13230,8229,0.48607,0.50312,0.4,0.8,0.52918,0.48825
4,13230,8229,0.48607,0.50312,0.4,0.8,13560,10322,0.48825,0.51237,0.5,0.6667,0.5251600000000001,0.49341999999999997
5,13560,10322,0.48825,0.51237,0.5,0.6667,6478,5518,0.49341999999999997,0.53604,0.5714,0.7143,0.48533999999999994,0.48302
6,6478,5518,0.49341999999999997,0.53604,0.5714,0.7143,11868,20017,0.48302,0.51713,0.5,0.75,0.51074,0.48817
7,11868,20017,0.48302,0.51713,0.5,0.75,14708,6610,0.48817,0.52075,0.5556,0.7778,0.51478,0.46642
8,14708,6610,0.48817,0.52075,0.5556,0.7778,11588,9142,0.46642,0.54282,0.6,0.8,0.52303,0.45587
9,11588,9142,0.46642,0.54282,0.6,0.8,5891,2813,0.45587,0.5464600000000001,0.6364,0.8182,0.50747,0.47021999999999997
10,5891,2813,0.45587,0.5464600000000001,0.6364,0.8182,8208,8912,0.47021999999999997,0.5201600000000001,0.5833,0.8333,0.48546999999999996,0.50157
11,8208,8912,0.47021999999999997,0.5201600000000001,0.5833,0.8333,5820,20017,0.50157,0.5425800000000001,0.5385,0.8462,0.47718,0.45756
12,5820,20017,0.50157,0.5425800000000001,0.5385,0.8462,20095,13035,0.45756,0.53999,0.5714,0.8571,0.48173,0.46437
13,20095,13035,0.45756,0.53999,0.5714,0.8571,2699,3480,0.46437,0.54064,0.6,0.8,0.48327,0.45799999999999996
14,2699,3480,0.46437,0.54064,0.6,0.8,2874,7664,0.45799999999999996,0.5321899999999999,0.625,0.8125,0.29501,0.47896000000000005
15,2874,7664,0.45799999999999996,0.5321899999999999,0.625,0.8125,9953,6238,0.47896000000000005,0.5273399999999999,0.6471,0.8235,0.30165,0.46303999999999995
16,9953,6238,0.47896000000000005,0.5273399999999999,0.6471,0.8235,1817,2159,0.46303999999999995,0.51862,0.6667,0.8333,0.38013,0.49678999999999995
17,1817,2159,0.46303999999999995,0.51862,0.6667,0.8333,5398,2969,0.49678999999999995,0.51054,0.6842,0.8421,0.2694,0.45757
18,5398,2969,0.49678999999999995,0.51054,0.6842,0.8421,1675,20017,0.45757,0.54033,0.7,0.85,0.30401999999999996,0.45633999999999997
19,1675,20017,0.45757,0.54033,0.7,0.85,7388,9660,0.45633999999999997,0.54775,0.7143,0.8571,0.20917,0.44911
20,7388,9660,0.45633999999999997,0.54775,0.7143,0.8571,12264,5291,0.44911,0.5433,0.7273,0.8182,0.19576,0.48683000000000004
21,12264,5291,0.44911,0.5433,0.7273,0.8182,20017,11001,0.48683000000000004,0.51356,0.7391,0.8261,0.1706,0.4898
22,20017,11001,0.48683000000000004,0.51356,0.7391,0.8261,20017,6713,0.4898,0.50316,0.75,0.7917,0.17756,0.46663000000000004
23,20017,6713,0.4898,0.50316,0.75,0.7917,3840,5452,0.46663000000000004,0.53161,0.76,0.76,0.17673,0.47951000000000005
24,3840,5452,0.46663000000000004,0.53161,0.76,0.76,14208,11855,0.47951000000000005,0.5229,0.7692,0.7692,0.16473,0.48005
25,14208,11855,0.47951000000000005,0.5229,0.7692,0.7692,14711,3537,0.48005,0.5128699999999999,0.7778,0.7407,0.15565,0.48263
26,14711,3537,0.48005,0.5128699999999999,0.7778,0.7407,7854,8607,0.48263,0.51561,0.7857,0.75,0.16552999999999998,0.47952
27,7854,8607,0.48263,0.51561,0.7857,0.75,11129,2625,0.47952,0.49351000000000006,0.7931,0.7586,0.16504000000000002,0.4873
28,11129,2625,0.47952,0.49351000000000006,0.7931,0.7586,5281,12716,0.4873,0.5289,0.8,0.7667,0.11085,0.47785
29,5281,12716,0.4873,0.5289,0.8,0.7667,12385,10068,0.47785,0.50321,0.7742,0.7742,0.11785,0.48618
30,12385,10068,0.47785,0.50321,0.7742,0.7742,2348,4734,0.48618,0.49191,0.7812,0.7812,0.12789,0.4924
31,2348,4734,0.48618,0.49191,0.7812,0.7812,20017,4747,0.4924,0.5512699999999999,0.7879,0.7576,0.09462000000000001,0.5161100000000001
32,20017,4747,0.4924,0.5512699999999999,0.7879,0.7576,11085,3492,0.5161100000000001,0.50979,0.7941,0.7353,0.09892000000000001,0.47778999999999994
33,11085,3492,0.5161100000000001,0.50979,0.7941,0.7353,9017,3940,0.47778999999999994,0.54967,0.8,0.7143,0.04785,0.49262
34,9017,3940,0.47778999999999994,0.54967,0.8,0.7143,20017,3305,0.49262,0.5313399999999999,0.8056,0.6944,0.07118,0.52289
35,20017,3305,0.49262,0.5313399999999999,0.8056,0.6944,4376,2855,0.52289,0.50258,0.8108,0.7027,0.04841,0.50779
36,4376,2855,0.52289,0.50258,0.8108,0.7027,20017,5141,0.50779,0.49438999999999994,0.8158,0.7105,0.07024,0.42513
37,20017,5141,0.50779,0.49438999999999994,0.8158,0.7105,3241,15882,0.42513,0.59426,0.8205,0.6923,0.05886,0.47784
38,3241,15882,0.42513,0.59426,0.8205,0.6923,4939,8327,0.47784,0.5946199999999999,0.825,0.675,0.0534,0.5240600000000001
39,4939,8327,0.47784,0.5946199999999999,0.825,0.675,2173,15336,0.5240600000000001,0.4903,0.8293,0.6829,0.10397,0.5049899999999999
40,2173,15336,0.5240600000000001,0.4903,0.8293,0.6829,20017,5926,0.5049899999999999,0.534,0.8333,0.6667,0.03069,0.49906999999999996
41,20017,5926,0.5049899999999999,0.534,0.8333,0.6667,2023,957,0.49906999999999996,0.49988,0.8372,0.6744,0.04247,0.49288999999999994
42,2023,957,0.49906999999999996,0.49988,0.8372,0.6744,4882,11721,0.49288999999999994,0.49118,0.8182,0.6818,0.056920000000000005,0.50859
43,4882,11721,0.49288999999999994,0.49118,0.8182,0.6818,7828,7812,0.50859,0.49806000000000006,0.8222,0.6667,0.032139999999999995,0.49692
44,7828,7812,0.50859,0.49806000000000006,0.8222,0.6667,5796,3863,0.49692,0.48371000000000003,0.8261,0.6739,0.03381,0.50638
45,5796,3863,0.49692,0.48371000000000003,0.8261,0.6739,4954,16736,0.50638,0.50389,0.8085,0.6809,0.01932,0.4951
46,4954,16736,0.50638,0.50389,0.8085,0.6809,20017,8307,0.4951,0.5050399999999999,0.8125,0.6875,0.02973,0.47484
47,20017,8307,0.4951,0.5050399999999999,0.8125,0.6875,2209,2612,0.47484,0.5031800000000001,0.8163,0.6939,0.03279,0.4817
48,2209,2612,0.47484,0.5031800000000001,0.8163,0.6939,20017,4770,0.4817,0.55273,0.82,0.7,0.02677,0.41423999999999994
49,20017,4770,0.4817,0.55273,0.82,0.7,8583,20017,0.41423999999999994,0.58608,0.8235,0.7059,0.05272999999999999,0.35386999999999996
50,8583,20017,0.41423999999999994,0.58608,0.8235,0.7059,1122,20017,0.35386999999999996,0.65072,0.8269,0.7115,0.017730000000000003,0.3417
51,1122,20017,0.35386999999999996,0.65072,0.8269,0.7115,3174,12299,0.3417,0.672,0.8302,0.7170000000000001,0.0444,0.32411999999999996
52,3174,12299,0.3417,0.672,0.8302,0.7170000000000001,20017,15419,0.32411999999999996,0.68476,0.8333,0.7222,0.03853,0.31305
53,20017,15419,0.32411999999999996,0.68476,0.8333,0.7222,20017,17634,0.31305,0.69863,0.8364,0.7273,0.03928,0.3015
54,20017,17634,0.31305,0.69863,0.8364,0.7273,20017,9118,0.3015,0.6762,0.8393,0.7143,0.04478,0.34698
55,20017,9118,0.3015,0.6762,0.8393,0.7143,4680,10226,0.34698,0.65736,0.8421,0.7193,0.0589,0.33509
56,4680,10226,0.34698,0.65736,0.8421,0.7193,9850,5779,0.33509,0.64566,0.8448,0.7241,0.05003,0.37219
57,9850,5779,0.33509,0.64566,0.8448,0.7241,13403,20017,0.37219,0.6247699999999999,0.8475,0.7288,0.04565,0.3797
58,13403,20017,0.37219,0.6247699999999999,0.8475,0.7288,18938,1456,0.3797,0.6794,0.8333,0.7333,0.02512,0.32053000000000004
59,18938,1456,0.3797,0.6794,0.8333,0.7333,20017,7682,0.32053000000000004,0.69355,0.8361,0.7377,0.03685,0.29219
60,20017,7682,0.32053000000000004,0.69355,0.8361,0.7377,7008,6140,0.29219,0.6928300000000001,0.8387,0.7258,0.03161,0.35239000000000004
61,7008,6140,0.29219,0.6928300000000001,0.8387,0.7258,5666,3906,0.35239000000000004,0.7601600000000001,0.8254,0.7143,0.02015,0.25263
62,5666,3906,0.35239000000000004,0.7601600000000001,0.8254,0.7143,6897,8789,0.25263,0.7368100000000001,0.8281,0.7188,0.03179,0.2887
63,6897,8789,0.25263,0.7368100000000001,0.8281,0.7188,5583,12442,0.2887,0.72224,0.8154,0.7077,0.02576,0.34263000000000005
64,5583,12442,0.2887,0.72224,0.8154,0.7077,6395,3552,0.34263000000000005,0.72039,0.8029999999999999,0.6970000000000001,0.02105,0.26986
65,6395,3552,0.34263000000000005,0.72039,0.8029999999999999,0.6970000000000001,16663,7421,0.26986,0.75838,0.8059999999999999,0.6866,0.03165,0.33729000000000003
66,16663,7421,0.26986,0.75838,0.8059999999999999,0.6866,10536,3529,0.33729000000000003,0.6039899999999999,0.8088,0.6912,0.05355,0.50669
