,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,7927,2510,0.53081,0.49128,0.0,1.0,6134,9821,0.50666,0.48648,0.5,1.0,0.48872,0.52874
1,6134,9821,0.50666,0.48648,0.5,1.0,5327,4539,0.52874,0.48089,0.3333,1.0,0.45896000000000003,0.50605
2,5327,4539,0.52874,0.48089,0.3333,1.0,5281,11498,0.50605,0.49533,0.5,1.0,0.37467,0.49916000000000005
3,5281,11498,0.50605,0.49533,0.5,1.0,20017,20090,0.49916000000000005,0.5008,0.6,1.0,0.38637,0.49833
4,20017,20090,0.49916000000000005,0.5008,0.6,1.0,8666,20017,0.49833,0.50135,0.6667,1.0,0.37531,0.49868
5,8666,20017,0.49833,0.50135,0.6667,1.0,20093,20165,0.49868,0.5011800000000001,0.7143,1.0,0.37299,0.49876000000000004
6,20093,20165,0.49868,0.5011800000000001,0.7143,1.0,20238,8955,0.49876000000000004,0.51532,0.75,1.0,0.38068,0.47823999999999994
7,20238,8955,0.49876000000000004,0.51532,0.75,1.0,7961,20017,0.47823999999999994,0.5168,0.7778,1.0,0.38914,0.4837
8,7961,20017,0.47823999999999994,0.5168,0.7778,1.0,20107,20180,0.4837,0.51617,0.8,1.0,0.38938,0.48294
9,20107,20180,0.4837,0.51617,0.8,1.0,12705,20017,0.48294,0.5172100000000001,0.8182,1.0,0.25859,0.48353
10,12705,20017,0.48294,0.5172100000000001,0.8182,1.0,14283,9093,0.48353,0.51283,0.8333,1.0,0.17329,0.49811000000000005
11,14283,9093,0.48353,0.51283,0.8333,1.0,14328,1705,0.49811000000000005,0.47576,0.8462,1.0,0.19984000000000002,0.51048
12,14328,1705,0.49811000000000005,0.47576,0.8462,1.0,20017,2996,0.51048,0.49851999999999996,0.8571,1.0,0.24749000000000002,0.47862
13,20017,2996,0.51048,0.49851999999999996,0.8571,1.0,3168,10849,0.47862,0.53442,0.8667,1.0,0.1709,0.46833
14,3168,10849,0.47862,0.53442,0.8667,1.0,4072,6859,0.46833,0.53075,0.875,1.0,0.07633999999999999,0.47538
15,4072,6859,0.46833,0.53075,0.875,1.0,14569,4263,0.47538,0.51883,0.8824,1.0,0.19393,0.49803000000000003
16,14569,4263,0.47538,0.51883,0.8824,1.0,7055,6414,0.49803000000000003,0.51774,0.8889,1.0,0.21916999999999998,0.4823
17,7055,6414,0.49803000000000003,0.51774,0.8889,1.0,7233,20017,0.4823,0.51895,0.8947,1.0,0.22278,0.47657
18,7233,20017,0.4823,0.51895,0.8947,1.0,6439,7162,0.47657,0.5181100000000001,0.9,0.95,0.2152,0.51773
19,6439,7162,0.47657,0.5181100000000001,0.9,0.95,4950,8434,0.51773,0.51677,0.9048,0.9524,0.18295999999999998,0.50143
20,4950,8434,0.51773,0.51677,0.9048,0.9524,7844,10022,0.50143,0.4943,0.9091,0.9545,0.10915,0.5441600000000001
21,7844,10022,0.50143,0.4943,0.9091,0.9545,7778,3619,0.5441600000000001,0.47136999999999996,0.9129999999999999,0.9129999999999999,0.14288,0.5422100000000001
22,7778,3619,0.5441600000000001,0.47136999999999996,0.9129999999999999,0.9129999999999999,12511,2645,0.5422100000000001,0.4501,0.9167,0.9167,0.18400999999999998,0.54986
23,12511,2645,0.5422100000000001,0.4501,0.9167,0.9167,20017,14605,0.54986,0.45493999999999996,0.92,0.92,0.15350999999999998,0.5421600000000001
24,20017,14605,0.54986,0.45493999999999996,0.92,0.92,10854,8834,0.5421600000000001,0.45836000000000005,0.9231,0.9231,0.14637999999999998,0.56006
25,10854,8834,0.5421600000000001,0.45836000000000005,0.9231,0.9231,4556,11082,0.56006,0.44091,0.9259,0.9259,0.14485,0.58562
26,4556,11082,0.56006,0.44091,0.9259,0.9259,4837,7236,0.58562,0.415,0.9286,0.9286,0.13316,0.58782
27,4837,7236,0.58562,0.415,0.9286,0.9286,12486,1798,0.58782,0.38727,0.9309999999999999,0.9309999999999999,0.17175,0.60019
28,12486,1798,0.58782,0.38727,0.9309999999999999,0.9309999999999999,13818,20017,0.60019,0.45041000000000003,0.9,0.9333,0.14074,0.54957
29,13818,20017,0.60019,0.45041000000000003,0.9,0.9333,20125,10573,0.54957,0.44483,0.9032,0.9032,0.07891000000000001,0.479
30,20125,10573,0.54957,0.44483,0.9032,0.9032,3034,20017,0.479,0.51878,0.9062,0.9062,0.09081,0.48122
31,3034,20017,0.479,0.51878,0.9062,0.9062,20095,7538,0.48122,0.52967,0.9091,0.9091,0.06942999999999999,0.46413000000000004
