,DBSN(t-1),DWSN(t-1),DBWR(t-1),DWWR(t-1),DBTMR(t-1),DWTMR(t-1),DBSN(t),DWSN(t),DBWR(t),DWWR(t),DBTMR(t),DWTMR(t),EBWR(t),DBWR(t+1)
0,22000,22000.0,0.51227,0.48882,1.0,1.0,17372,12128.0,0.51358,0.48948,1.0,1.0,0.50583,0.51284
1,17372,12128.0,0.51358,0.48948,1.0,1.0,9532,9843.0,0.51284,0.49233000000000005,1.0,1.0,0.47008999999999995,0.51121
2,9532,9843.0,0.51284,0.49233000000000005,1.0,1.0,11674,14527.0,0.51121,0.49351000000000006,1.0,1.0,0.45881000000000005,0.50458
3,11674,14527.0,0.51121,0.49351000000000006,1.0,1.0,4155,14242.0,0.50458,0.49366000000000004,1.0,1.0,0.4724,0.48854
4,4155,14242.0,0.50458,0.49366000000000004,1.0,1.0,8846,7073.0,0.48854,0.48623,0.8333,1.0,0.52018,0.49388000000000004
5,8846,7073.0,0.48854,0.48623,0.8333,1.0,4740,15949.0,0.49388000000000004,0.51678,0.8571,1.0,0.5947100000000001,0.4826
6,4740,15949.0,0.49388000000000004,0.51678,0.8571,1.0,20017,20130.0,0.4826,0.51761,0.875,1.0,0.61119,0.4825
7,20017,20130.0,0.4826,0.51761,0.875,1.0,20198,20328.0,0.4825,0.51754,0.8889,1.0,0.5836899999999999,0.4823
8,20198,20328.0,0.4825,0.51754,0.8889,1.0,20391,20455.0,0.4823,0.5179600000000001,0.9,1.0,0.81684,0.48458999999999997
9,20391,20455.0,0.4823,0.5179600000000001,0.9,1.0,14409,2255.0,0.48458999999999997,0.48958,0.9091,1.0,0.83962,0.5163
10,14409,2255.0,0.48458999999999997,0.48958,0.9091,1.0,7467,7863.0,0.5163,0.45421000000000006,0.8333,0.9167,0.84736,0.53801
11,7467,7863.0,0.5163,0.45421000000000006,0.8333,0.9167,6880,4260.0,0.53801,0.4709,0.8462,0.9231,0.89874,0.54765
12,6880,4260.0,0.53801,0.4709,0.8462,0.9231,4331,6040.0,0.54765,0.47891999999999996,0.7857,0.9286,0.90946,0.5252100000000001
13,4331,6040.0,0.54765,0.47891999999999996,0.7857,0.9286,2371,3006.0,0.5252100000000001,0.45326000000000005,0.7333,0.9333,0.9095200000000001,0.54913
14,2371,3006.0,0.5252100000000001,0.45326000000000005,0.7333,0.9333,20017,12240.0,0.54913,0.46646000000000004,0.75,0.875,0.89123,0.54345
15,20017,12240.0,0.54913,0.46646000000000004,0.75,0.875,7709,8383.0,0.54345,0.44632,0.7059,0.8824,0.95237,0.5595899999999999
16,7709,8383.0,0.54345,0.44632,0.7059,0.8824,2880,4270.0,0.5595899999999999,0.41700000000000004,0.7222,0.8889,0.94444,0.6129399999999999
17,2880,4270.0,0.5595899999999999,0.41700000000000004,0.7222,0.8889,9848,20017.0,0.6129399999999999,0.39352,0.7368,0.8421,0.91504,0.59254
18,9848,20017.0,0.6129399999999999,0.39352,0.7368,0.8421,13161,8573.0,0.59254,0.384,0.75,0.8,0.905,0.59815
19,13161,8573.0,0.59254,0.384,0.75,0.8,10466,14173.0,0.59815,0.4016,0.7143,0.8095,0.9299,0.61642
20,10466,14173.0,0.59815,0.4016,0.7143,0.8095,9258,3561.0,0.61642,0.35023000000000004,0.7273,0.8182,0.8716799999999999,0.64528
21,9258,3561.0,0.61642,0.35023000000000004,0.7273,0.8182,13085,6275.0,0.64528,0.37613,0.7391,0.8261,0.90031,0.6268600000000001
22,13085,6275.0,0.64528,0.37613,0.7391,0.8261,20017,10287.0,0.6268600000000001,0.35962,0.75,0.8333,0.9000299999999999,0.6390100000000001
23,20017,10287.0,0.6268600000000001,0.35962,0.75,0.8333,20017,11346.0,0.6390100000000001,0.35702,0.76,0.84,0.93622,0.64663
24,20017,11346.0,0.6390100000000001,0.35702,0.76,0.84,11863,11198.0,0.64663,0.37753000000000003,0.7308,0.8462,0.9638700000000001,0.62958
25,11863,11198.0,0.64663,0.37753000000000003,0.7308,0.8462,11269,8601.0,0.62958,0.38976,0.7407,0.8519,0.9483299999999999,0.6070800000000001
26,11269,8601.0,0.62958,0.38976,0.7407,0.8519,20017,10985.0,0.6070800000000001,0.4005,0.75,0.8214,0.90865,0.6218100000000001
27,20017,10985.0,0.6070800000000001,0.4005,0.75,0.8214,20017,20087.0,0.6218100000000001,0.37876,0.7586,0.8276,0.9176799999999999,0.62384
28,20017,20087.0,0.6218100000000001,0.37876,0.7586,0.8276,4639,6350.0,0.62384,0.3755,0.7667,0.8,0.92264,0.64337
29,4639,6350.0,0.62384,0.3755,0.7667,0.8,8466,4666.0,0.64337,0.35329,0.7742,0.8065,0.93871,0.66901
30,8466,4666.0,0.64337,0.35329,0.7742,0.8065,12973,8182.0,0.66901,0.33326,0.7812,0.8125,0.96829,0.67067
31,12973,8182.0,0.66901,0.33326,0.7812,0.8125,16430,9675.0,0.67067,0.41763,0.7576,0.8182,0.9527100000000001,0.58827
32,16430,9675.0,0.67067,0.41763,0.7576,0.8182,14070,15797.0,0.58827,0.41818999999999995,0.7647,0.8235,0.9505,0.59538
33,14070,15797.0,0.58827,0.41818999999999995,0.7647,0.8235,7873,14960.0,0.59538,0.41301000000000004,0.7714,0.8286,0.9470000000000001,0.5969300000000001
34,7873,14960.0,0.59538,0.41301000000000004,0.7714,0.8286,5370,2714.0,0.5969300000000001,0.43538000000000004,0.75,0.8333,0.9446399999999999,0.57703
35,5370,2714.0,0.5969300000000001,0.43538000000000004,0.75,0.8333,10404,20017.0,0.57703,0.41771,0.7568,0.8378,0.9555899999999999,0.5826100000000001
36,10404,20017.0,0.57703,0.41771,0.7568,0.8378,20140,5855.0,0.5826100000000001,0.41823999999999995,0.7632,0.8421,0.8791399999999999,0.58202
37,20140,5855.0,0.5826100000000001,0.41823999999999995,0.7632,0.8421,13586,5418.0,0.58202,0.41041000000000005,0.7692,0.8462,0.9499700000000001,0.62663
38,13586,5418.0,0.58202,0.41041000000000005,0.7692,0.8462,4314,6749.0,0.62663,0.37066,0.775,0.825,0.97678,0.64756
39,4314,6749.0,0.62663,0.37066,0.775,0.825,6150,3624.0,0.64756,0.35874,0.7561,0.8293,0.97709,0.6593600000000001
40,6150,3624.0,0.64756,0.35874,0.7561,0.8293,7307,3765.0,0.6593600000000001,0.38645999999999997,0.7381,0.8333,0.9870399999999999,0.61028
41,7307,3765.0,0.6593600000000001,0.38645999999999997,0.7381,0.8333,4440,9265.0,0.61028,0.38161,0.7209,0.8140000000000001,0.96709,0.63872
42,4440,9265.0,0.61028,0.38161,0.7209,0.8140000000000001,8711,8461.0,0.63872,0.37669,0.7273,0.8182,0.97934,0.6241399999999999
43,8711,8461.0,0.63872,0.37669,0.7273,0.8182,11761,3552.0,0.6241399999999999,0.36225999999999997,0.7333,0.8222,0.9856799999999999,0.64972
44,11761,3552.0,0.6241399999999999,0.36225999999999997,0.7333,0.8222,5099,6445.0,0.64972,0.38001999999999997,0.7391,0.8261,0.98367,0.62017
45,5099,6445.0,0.64972,0.38001999999999997,0.7391,0.8261,8310,16689.0,0.62017,0.3576,0.7234,0.8298,0.95994,0.64707
46,8310,16689.0,0.62017,0.3576,0.7234,0.8298,20017,20163.0,0.64707,0.35285,0.7292,0.8333,0.95778,0.64394
47,20017,20163.0,0.64707,0.35285,0.7292,0.8333,10590,14415.0,0.64394,0.3508,0.7347,0.8163,0.96293,0.63046
48,10590,14415.0,0.64394,0.3508,0.7347,0.8163,2240,6558.0,0.63046,0.41331,0.74,0.82,0.97172,0.58701
49,2240,6558.0,0.63046,0.41331,0.74,0.82,9299,13630.0,0.58701,0.42208,0.7451,0.8235,0.95967,0.57823
50,9299,13630.0,0.58701,0.42208,0.7451,0.8235,20017,12274.0,0.57823,0.42613,0.75,0.8269,0.97916,0.6036699999999999
51,20017,12274.0,0.57823,0.42613,0.75,0.8269,6290,3408.0,0.6036699999999999,0.39418000000000003,0.7547,0.8113,0.98415,0.66865
52,6290,3408.0,0.6036699999999999,0.39418000000000003,0.7547,0.8113,6607,1724.0,0.66865,0.30721,0.7593,0.8148,0.96411,0.70823
53,6607,1724.0,0.66865,0.30721,0.7593,0.8148,5133,8771.0,0.70823,0.32,0.7455,0.8182,0.9893200000000001,0.7062
54,5133,8771.0,0.70823,0.32,0.7455,0.8182,3375,5933.0,0.7062,0.33888,0.7321,0.8036,0.9828399999999999,0.6918300000000001
55,3375,5933.0,0.7062,0.33888,0.7321,0.8036,14461,1811.0,0.6918300000000001,0.32238,0.7368,0.807,0.9534,0.73139
56,14461,1811.0,0.6918300000000001,0.32238,0.7368,0.807,3761,20017.0,0.73139,0.30619,0.7241,0.8103,0.98765,0.67793
57,3761,20017.0,0.73139,0.30619,0.7241,0.8103,4424,5315.0,0.67793,0.24693,0.7119,0.7966,0.98445,0.73331
58,4424,5315.0,0.67793,0.24693,0.7119,0.7966,12319,2831.0,0.73331,0.25095,0.7167,0.8,0.98036,0.7530899999999999
59,12319,2831.0,0.73331,0.25095,0.7167,0.8,13660,2379.0,0.7530899999999999,0.27221,0.7213,0.8033,0.96272,0.6907
60,13660,2379.0,0.7530899999999999,0.27221,0.7213,0.8033,3298,20017.0,0.6907,0.29527,0.7258,0.7903,0.9867799999999999,0.70575
61,3298,20017.0,0.6907,0.29527,0.7258,0.7903,15320,20017.0,0.70575,0.29054,0.7302,0.7937,0.9855799999999999,0.7444
62,15320,20017.0,0.70575,0.29054,0.7302,0.7937,8316,2070.0,0.7444,0.24281999999999998,0.7344,0.7969,0.98559,0.7583300000000001
63,8316,2070.0,0.7444,0.24281999999999998,0.7344,0.7969,20017,5401.0,0.7583300000000001,0.2781,0.7385,0.7846,0.97498,0.7761
64,20017,5401.0,0.7583300000000001,0.2781,0.7385,0.7846,8374,3124.0,0.7761,0.21903000000000003,0.7424,0.7879,0.9665799999999999,0.81602
65,8374,3124.0,0.7761,0.21903000000000003,0.7424,0.7879,7656,8054.0,0.81602,0.18755,0.7463,0.7909999999999999,0.9885,0.81313
